Function F8 - HCLPSO-OC (D=50)
----------------------------------------------------------------------------------------------------
Run                    Error             Fitness           CFEs        CTs (s)   Converged
----------------------------------------------------------------------------------------------------
1               1.771181e+02          977.118082         358280         0.5650         Yes
2                 2.5937e+02           1059.3719         500000         0.8260          No
3                 2.7201e+02           1072.0139         500000         0.8200          No
4                 3.0081e+02           1100.8144         500000         0.7660          No
5                 3.1273e+02           1112.7263         500000         0.7960          No
6                 3.8922e+02           1189.2199         500000         0.8030          No
7                 2.1345e+02           1013.4517         248440         0.4100         Yes
8                 2.7997e+02           1079.9668         500000         0.8050          No
9                 2.0022e+02           1000.2190         196400         0.3040         Yes
10                3.1695e+02           1116.9486         500000         0.7670          No
11                2.9522e+02           1095.2167         500000         0.8330          No
12                3.5296e+02           1152.9575         500000         0.7820          No
13                3.0852e+02           1108.5218         500000         0.7850          No
14                3.0993e+02           1109.9304         500000         0.8000          No
15                4.7826e+02           1278.2613         500000         0.8160          No
16                3.1616e+02           1116.1602         500000         0.7770          No
17                3.1098e+02           1110.9767         500000         0.8050          No
18                2.5654e+02           1056.5415         500000         0.7790          No
19                3.7016e+02           1170.1579         500000         0.8130          No
20                1.5772e+02            957.7185         314080         0.4860         Yes
21                2.9978e+02           1099.7805         500000         0.7990          No
22                1.9406e+02            994.0564         270520         0.4140         Yes
23                3.3843e+02           1138.4275         500000         0.8300          No
24                2.6288e+02           1062.8761         500000         0.7760          No
25                2.7717e+02           1077.1672         500000         0.7930          No
26                3.1461e+02           1114.6076         500000         0.7780          No
27                3.5641e+02           1156.4115         500000         0.8300          No
28                3.8239e+02           1182.3938         500000         0.7890          No
29                4.1948e+02           1219.4820         500000         0.7950          No
30                3.4148e+02           1141.4786         500000         0.7710          No
31                2.7732e+02           1077.3206         500000         0.7900          No
32                2.4466e+02           1044.6611         500000         0.7500          No
33                2.1215e+02           1012.1498         235960         0.3550         Yes
34                2.9427e+02           1094.2739         500000         0.7790          No
35                2.3290e+02           1032.8956         243120         0.3800         Yes
36                3.0648e+02           1106.4814         500000         0.7940          No
37                3.3633e+02           1136.3336         500000         0.8180          No
38                4.7407e+02           1274.0663         500000         0.8120          No
39                3.9125e+02           1191.2514         500000         0.7950          No
40                2.5363e+02           1053.6317         500000         0.7650          No
41                3.0712e+02           1107.1177         500000         0.7890          No
42                2.6874e+02           1068.7413         500000         0.7990          No
43                2.6759e+02           1067.5880         500000         0.7840          No
44                4.2231e+02           1222.3134         500000         0.8020          No
45                2.8831e+02           1088.3137         500000         0.7710          No
46                1.9302e+02            993.0186         296320         0.4520         Yes
47                2.7402e+02           1074.0243         500000         0.7800          No
48                2.2014e+02           1020.1377         333840         0.5410         Yes
49                3.4029e+02           1140.2922         500000         0.8370          No
50                2.5568e+02           1055.6761         500000         0.7660          No
51                2.0628e+02           1006.2800         285200         0.4210         Yes
----------------------------------------------------------------------------------------------------
