Function F25 - HCLPSO-DC (D=50)
----------------------------------------------------------------------------------------------------
Run                    Error             Fitness           CFEs        CTs (s)   Converged
----------------------------------------------------------------------------------------------------
1               6.735425e+02         3173.542540         150200         0.8260         Yes
2                 6.3994e+02           3139.9385         152880         0.8220         Yes
3                 4.8201e+02           2982.0148         148000         0.7960         Yes
4                 5.4759e+02           3047.5865         140120         0.7540         Yes
5                 6.1024e+02           3110.2411         116400         0.6270         Yes
6                 5.3455e+02           3034.5472         143160         0.7710         Yes
7                 5.3847e+02           3038.4650         131120         0.7050         Yes
8                 5.8346e+02           3083.4552         115720         0.6230         Yes
9                 5.2995e+02           3029.9454         135520         0.7300         Yes
10                4.7622e+02           2976.2247         115760         0.6230         Yes
11                5.3636e+02           3036.3618         126960         0.6840         Yes
12                6.4190e+02           3141.8964         151640         0.8150         Yes
13                4.9155e+02           2991.5482         108440         0.5850         Yes
14                5.3356e+02           3033.5628         124400         0.6700         Yes
15                5.2754e+02           3027.5389         133920         0.7210         Yes
16                5.3557e+02           3035.5673         114240         0.6150         Yes
17                5.3158e+02           3031.5789         127360         0.6850         Yes
18                4.9162e+02           2991.6174         104240         0.5610         Yes
19                6.2344e+02           3123.4449         148880         0.8000         Yes
20                5.3533e+02           3035.3279         102160         0.5510         Yes
21                6.1804e+02           3118.0421         122920         0.6620         Yes
22                5.5207e+02           3052.0715         110120         0.5930         Yes
23                6.1934e+02           3119.3447         148320         0.7980         Yes
24                5.2694e+02           3026.9447         113160         0.6140         Yes
25                5.3351e+02           3033.5117         397080         2.0990         Yes
26                5.7120e+02           3071.1958         131600         0.7080         Yes
27                5.3689e+02           3036.8859         119280         0.6420         Yes
28                5.3499e+02           3034.9908         113680         0.6120         Yes
29                5.3087e+02           3030.8715         117600         0.6330         Yes
30                5.3333e+02           3033.3296         127480         0.6870         Yes
31                5.6497e+02           3064.9743         108080         0.5820         Yes
32                5.9235e+02           3092.3507         136720         0.7350         Yes
33                5.4023e+02           3040.2279         100840         0.5430         Yes
34                4.8038e+02           2980.3761         111760         0.6020         Yes
35                5.1867e+02           3018.6700         108040         0.5820         Yes
36                4.8044e+02           2980.4416         128720         0.6930         Yes
37                4.8039e+02           2980.3852         108680         0.5860         Yes
38                5.8811e+02           3088.1051         154200         0.8280         Yes
39                5.3436e+02           3034.3616         101280         0.5460         Yes
40                5.6278e+02           3062.7798         123800         0.6670         Yes
41                5.3696e+02           3036.9599         118560         0.6380         Yes
42                4.8048e+02           2980.4827         117160         0.6310         Yes
43                5.3671e+02           3036.7138         131240         0.8040         Yes
44                6.5648e+02           3156.4806         155920         0.8530         Yes
45                5.9469e+02           3094.6892         135720         0.7500         Yes
46                5.3119e+02           3031.1864         130560         0.7040         Yes
47                5.4448e+02           3044.4816         121960         0.6620         Yes
48                5.1547e+02           3015.4718         149360         0.8120         Yes
49                6.8538e+02           3185.3799         151000         0.8150         Yes
50                5.7842e+02           3078.4162         118760         0.6430         Yes
51                5.3460e+02           3034.5999         113600         0.6270         Yes
----------------------------------------------------------------------------------------------------
