
========================================================================================================================
F19 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.346300e+02       2134.629951          79120      0.1400         Yes
2               5.1167e+01         1951.1668          93880      0.1680         Yes
3               1.8615e+04        20515.2088         100000      0.1690          No
4               5.7185e+01         1957.1854          31040      0.0500         Yes
5               7.6788e+02         2667.8848         100000      0.1710          No
6               1.4307e+03         3330.6895         100000      0.1690          No
7               4.5439e+01         1945.4390          80480      0.1400         Yes
8               3.0458e+03         4945.7690         100000      0.1690          No
9               1.2383e+03         3138.3177         100000      0.1740          No
10              5.2091e+01         1952.0911          81440      0.1380         Yes
11              4.3597e+01         1943.5972          61760      0.1060         Yes
12              4.1067e+01         1941.0672          76520      0.1330         Yes
13              1.1309e+01         1911.3093          76480      0.1280         Yes
14              7.9267e+02         2692.6684         100000      0.1730          No
15              9.6251e+01         1996.2512         100000      0.1780          No
16              1.2595e+04        14495.4076         100000      0.1790          No
17              3.0722e+02         2207.2208          73200      0.1240         Yes
18              7.8287e+02         2682.8660          68560      0.1200         Yes
19              1.3310e+01         1913.3098          60840      0.1040         Yes
20              1.4162e+02         2041.6199          88040      0.1510         Yes
21              1.9032e+03         3803.1922         100000      0.2180          No
22              1.7491e+04        19391.2946         100000      0.1650          No
23              4.1712e+03         6071.2074         100000      0.1720          No
24              2.3216e+02         2132.1626          58680      0.1000         Yes
25              5.9359e+03         7835.8946          67920      0.1200         Yes
26              9.2913e+01         1992.9127          85880      0.1510         Yes
27              4.5470e+01         1945.4696          98120      0.1720         Yes
28              7.3889e+01         1973.8886          99840      0.1680         Yes
29              7.8741e+02         2687.4124         100000      0.1710          No
30              5.4101e+01         1954.1011          65040      0.1100         Yes
31              1.4591e+02         2045.9137         100000      0.1550          No
32              1.7255e+03         3625.5039         100000      0.1700          No
33              4.3624e+02         2336.2378         100000      0.1700          No
34              1.3551e+02         2035.5139          82920      0.1420         Yes
35              3.7977e+02         2279.7730          79200      0.1360         Yes
36              8.2066e+02         2720.6560          86720      0.1510         Yes
37              2.5683e+01         1925.6831          53640      0.0920         Yes
38              7.5092e+02         2650.9247         100000      0.1710          No
39              1.4336e+02         2043.3632         100000      0.1670          No
40              2.2390e+02         2123.8972         100000      0.1700          No
41              8.3343e+01         1983.3433          78200      0.1360         Yes
42              5.1689e+01         1951.6887          23600      0.0400         Yes
43              9.6779e+01         1996.7794          21520      0.0370         Yes
44              5.9621e+01         1959.6210          94160      0.1600         Yes
45              3.4999e+01         1934.9990          31160      0.0530         Yes
46              3.5933e+01         1935.9328          40600      0.0680         Yes
47              1.6072e+02         2060.7161         100000      0.1670          No
48              1.7441e+02         2074.4058         100000      0.1710          No
49              1.9893e+04        21792.8008         100000      0.1730          No
50              1.1747e+02         2017.4702          44600      0.0740         Yes
51              1.7103e+01         1917.1026          81680      0.1400         Yes
-------------------------------------------------------------------------------------
