
========================================================================================================================
F30 - HCLPSO-DC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             6.244155e+03       9244.154642         100000      0.1910          No
2               9.4066e+03        12406.5533         100000      0.1930          No
3               1.8857e+04        21857.1466         100000      0.1950          No
4               1.2771e+06      1280142.5182         100000      0.1820          No
5               1.1186e+04        14186.2306         100000      0.1790          No
6               3.4777e+03         6477.7350         100000      0.2010          No
7               8.4732e+03        11473.2104         100000      0.1850          No
8               1.1236e+04        14236.4395         100000      0.1930          No
9               3.1755e+03         6175.4579         100000      0.1890          No
10              8.9668e+03        11966.8152         100000      0.1820          No
11              4.1060e+04        44059.7347         100000      0.1770          No
12              2.0584e+03         5058.3837         100000      0.1840          No
13              2.6302e+03         5630.1694         100000      0.1750          No
14              1.3594e+05       138937.1757         100000      0.1640          No
15              5.3919e+03         8391.8847         100000      0.1810          No
16              6.4312e+03         9431.2147         100000      0.1640          No
17              8.1768e+05       820680.1236         100000      0.1790          No
18              1.1142e+04        14142.1844         100000      0.1890          No
19              4.8316e+03         7831.5660         100000      0.1830          No
20              5.0223e+03         8022.3048         100000      0.1910          No
21              8.1758e+05       820578.0867         100000      0.1780          No
22              1.0638e+04        13638.1392         100000      0.1660          No
23              1.8041e+05       183413.9751         100000      0.1820          No
24              1.9109e+04        22109.4983         100000      0.1720          No
25              8.1758e+05       820578.7757         100000      0.1760          No
26              1.0205e+04        13205.0679         100000      0.1730          No
27              8.1760e+05       820598.9371         100000      0.1720          No
28              1.1297e+05       115966.4863         100000      0.1700          No
29              2.9579e+04        32579.0307         100000      0.1710          No
30              5.3834e+05       541337.5011         100000      0.1580          No
31              8.1758e+05       820580.4704         100000      0.1790          No
32              8.1758e+05       820580.4772         100000      0.1730          No
33              1.1220e+04        14219.6020         100000      0.1880          No
34              6.1453e+04        64452.8377         100000      0.1830          No
35              2.1222e+03         5122.2448         100000      0.1910          No
36              9.2687e+03        12268.6564         100000      0.1870          No
37              6.5909e+05       662090.6232         100000      0.1530          No
38              2.2295e+03         5229.4963         100000      0.1920          No
39              2.6422e+04        29421.8367         100000      0.1780          No
40              1.2488e+06      1251792.8591         100000      0.1710          No
41              1.5999e+03         4599.9143         100000      0.1860          No
42              4.8664e+03         7866.4024         100000      0.1780          No
43              1.2867e+04        15866.7336         100000      0.1670          No
44              1.1297e+05       115967.4803         100000      0.1570          No
45              8.1758e+05       820578.7517         100000      0.1770          No
46              3.1433e+04        34433.4840         100000      0.1800          No
47              6.5046e+05       653463.8288         100000      0.1570          No
48              8.1758e+05       820579.4919         100000      0.1780          No
49              4.7225e+05       475254.1692         100000      0.1620          No
50              1.1790e+04        14790.2902         100000      0.1820          No
51              1.0774e+04        13773.7759         100000      0.1690          No
-------------------------------------------------------------------------------------
