
========================================================================================================================
F8 - HCLPSO-DC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.276917e+01        822.769168          55360      0.0100         Yes
2               2.4874e+01          824.8739          30120      0.0050         Yes
3               8.9546e+00          808.9546          28520      0.0050         Yes
4               2.7599e+01          827.5988          27560      0.0050         Yes
5               2.0138e+01          820.1380          14560      0.0020         Yes
6               9.9496e+00          809.9496          34880      0.0060         Yes
7               1.5919e+01          815.9193          32080      0.0050         Yes
8               2.5271e+01          825.2708          19120      0.0030         Yes
9               2.1618e+01          821.6184          25640      0.0040         Yes
10              2.7895e+01          827.8954          27880      0.0050         Yes
11              2.0894e+01          820.8940          28280      0.0050         Yes
12              2.1889e+01          821.8891          21120      0.0030         Yes
13              1.9899e+01          819.8991          19840      0.0030         Yes
14              2.4765e+01          824.7654          15720      0.0030         Yes
15              1.0945e+01          810.9445          22960      0.0040         Yes
16              1.7909e+01          817.9092          39400      0.0070         Yes
17              1.0945e+01          810.9445          38040      0.0070         Yes
18              1.9018e+01          819.0182          22080      0.0040         Yes
19              4.9748e+00          804.9748          15480      0.0020         Yes
20              3.2104e+01          832.1038          49040      0.0090         Yes
21              2.7859e+01          827.8588          33960      0.0060         Yes
22              2.1889e+01          821.8891          24560      0.0040         Yes
23              2.1257e+01          821.2567          17920      0.0030         Yes
24              3.8803e+01          838.8033          55520      0.0100         Yes
25              1.8134e+01          818.1335          14040      0.0020         Yes
26              1.8908e+01          818.9080          26440      0.0040         Yes
27              9.9496e+00          809.9496          11760      0.0020         Yes
28              1.2934e+01          812.9345          19000      0.0030         Yes
29              1.4924e+01          814.9244          32920      0.0060         Yes
30              3.9798e+00          803.9798          34960      0.0060         Yes
31              4.9748e+00          804.9748          33520      0.0060         Yes
32              1.6914e+01          816.9143          40720      0.0070         Yes
33              1.3929e+01          813.9294          28760      0.0050         Yes
34              1.6914e+01          816.9143          31640      0.0060         Yes
35              2.5015e+01          825.0153          40720      0.0070         Yes
36              1.9899e+01          819.8992          16920      0.0030         Yes
37              1.5919e+01          815.9193          27280      0.0050         Yes
38              3.1177e+01          831.1766          33640      0.0060         Yes
39              3.5601e+01          835.6009          24440      0.0040         Yes
40              6.9647e+00          806.9647          20920      0.0030         Yes
41              8.9546e+00          808.9546          11280      0.0020         Yes
42              2.1889e+01          821.8891          31960      0.0060         Yes
43              2.0894e+01          820.8941          25120      0.0040         Yes
44              2.3951e+01          823.9507          30920      0.0050         Yes
45              1.6914e+01          816.9143          18560      0.0030         Yes
46              2.8064e+01          828.0645          16240      0.0030         Yes
47              1.2934e+01          812.9345          14520      0.0020         Yes
48              1.5919e+01          815.9193          20680      0.0030         Yes
49              1.4924e+01          814.9244          32200      0.0060         Yes
50              2.4603e+01          824.6032          28720      0.0050         Yes
51              4.9842e+01          849.8418          50680      0.0090         Yes
-------------------------------------------------------------------------------------
