
========================================================================================================================
F27 - HCLPSO-DC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             3.973411e+02       3097.341091         100000      0.0660          No
2               3.9810e+02         3098.1002         100000      0.0620          No
3               3.8965e+02         3089.6531         100000      0.0680          No
4               3.9192e+02         3091.9222         100000      0.0680          No
5               3.9567e+02         3095.6704         100000      0.1900          No
6               3.9122e+02         3091.2206         100000      0.0700          No
7               3.9810e+02         3098.1002         100000      0.0630          No
8               3.9376e+02         3093.7622         100000      0.0650          No
9               3.9941e+02         3099.4065         100000      0.0620          No
10              3.9379e+02         3093.7865         100000      0.0640          No
11              3.9810e+02         3098.1002         100000      0.0610          No
12              3.9968e+02         3099.6846         100000      0.0600          No
13              3.9722e+02         3097.2166         100000      0.0640          No
14              3.9764e+02         3097.6357         100000      0.0640          No
15              3.9850e+02         3098.5030         100000      0.0660          No
16              3.9176e+02         3091.7632         100000      0.0650          No
17              3.9379e+02         3093.7884         100000      0.0660          No
18              3.9810e+02         3098.1002         100000      0.0620          No
19              3.9773e+02         3097.7301         100000      0.0630          No
20              3.9047e+02         3090.4694         100000      0.0660          No
21              3.9039e+02         3090.3935         100000      0.0670          No
22              3.9575e+02         3095.7517         100000      0.0640          No
23              3.9096e+02         3090.9639         100000      0.0640          No
24              3.9810e+02         3098.1002         100000      0.0620          No
25              3.9857e+02         3098.5686         100000      0.0650          No
26              3.9805e+02         3098.0457         100000      0.0620          No
27              3.9301e+02         3093.0053         100000      0.0650          No
28              3.9301e+02         3093.0053         100000      0.0650          No
29              3.9301e+02         3093.0053         100000      0.0650          No
30              3.9810e+02         3098.1002         100000      0.0610          No
31              3.9088e+02         3090.8831         100000      0.0670          No
32              3.9767e+02         3097.6663         100000      0.0660          No
33              3.9857e+02         3098.5691         100000      0.0680          No
34              3.9538e+02         3095.3772         100000      0.0660          No
35              3.9122e+02         3091.2206         100000      0.0660          No
36              3.9968e+02         3099.6822         100000      0.0600          No
37              3.9379e+02         3093.7865         100000      0.0650          No
38              3.9575e+02         3095.7517         100000      0.0660          No
39              3.9379e+02         3093.7884         100000      0.0670          No
40              3.9722e+02         3097.2166         100000      0.0630          No
41              3.9041e+02         3090.4078         100000      0.0660          No
42              3.9810e+02         3098.1002         100000      0.0620          No
43              3.9660e+02         3096.5954         100000      0.0620          No
44              3.9941e+02         3099.4065         100000      0.0610          No
45              3.9566e+02         3095.6584         100000      0.0640          No
46              3.9926e+02         3099.2580         100000      0.0640          No
47              3.9660e+02         3096.5954         100000      0.0620          No
48              3.9574e+02         3095.7425         100000      0.0640          No
49              3.8971e+02         3089.7116         100000      0.0650          No
50              3.9086e+02         3090.8604         100000      0.0630          No
51              3.9034e+02         3090.3382         100000      0.0650          No
-------------------------------------------------------------------------------------
