Function F16 - HCLPSO-OC (D=10)
----------------------------------------------------------------------------------------------------
Run                    Error             Fitness           CFEs        CTs (s)   Converged
----------------------------------------------------------------------------------------------------
1               3.939746e+01         1639.397457          24680         0.0050         Yes
2                 1.2978e+01           1612.9777          45440         0.0100         Yes
3                 1.2598e+01           1612.5977          26240         0.0060         Yes
4                 3.7180e+01           1637.1802          10600         0.0020         Yes
5                 1.7555e+00           1601.7555          19440         0.0040         Yes
6                 5.5388e+00           1605.5388          19760         0.0040         Yes
7                 2.6184e+00           1602.6184          13920         0.0020         Yes
8                 1.2666e+01           1612.6664          40920         0.0080         Yes
9                 1.7625e+01           1617.6249          15960         0.0030         Yes
10                1.2465e+01           1612.4653          18520         0.0040         Yes
11                2.3918e+01           1623.9179          12720         0.0020         Yes
12                3.0013e+01           1630.0129          21120         0.0040         Yes
13                1.7687e+01           1617.6875          24560         0.0050         Yes
14                7.4310e+01           1674.3096          34920         0.0070         Yes
15                6.7192e+01           1667.1924          19960         0.0040         Yes
16                1.2853e+01           1612.8531          20880         0.0040         Yes
17                1.7558e+01           1617.5580          32040         0.0060         Yes
18                4.3624e+01           1643.6242          15440         0.0030         Yes
19                1.2462e+01           1612.4618          22200         0.0040         Yes
20                1.7612e+01           1617.6119          16720         0.0030         Yes
21                4.7609e+01           1647.6089          65320         0.0130         Yes
22                1.2486e+01           1612.4863          18440         0.0030         Yes
23                1.7201e+01           1617.2011          19880         0.0040         Yes
24                4.4150e+01           1644.1499          41360         0.0080         Yes
25                1.7198e+01           1617.1977          26560         0.0050         Yes
26                7.1429e+00           1607.1429          13600         0.0020         Yes
27                1.2223e+01           1612.2234          12040         0.0020         Yes
28                2.1722e+01           1621.7216          24320         0.0050         Yes
29                1.8108e+01           1618.1081          16520         0.0030         Yes
30                5.5990e+01           1655.9900          25920         0.0060         Yes
31                1.4034e+01           1614.0335          36280         0.0070         Yes
32                1.2613e+01           1612.6131          25400         0.0050         Yes
33                3.9398e+01           1639.3978          21560         0.0040         Yes
34                1.3500e+00           1601.3500          26400         0.0050         Yes
35                1.7347e+01           1617.3471          18520         0.0030         Yes
36                3.8589e+01           1638.5886          14640         0.0030         Yes
37                2.0378e+00           1602.0378          24200         0.0050         Yes
38                1.7182e+01           1617.1824          10400         0.0020         Yes
39                1.2550e+01           1612.5498          44200         0.0090         Yes
40                1.2706e+01           1612.7059          22600         0.0050         Yes
41                6.6984e+01           1666.9841          33720         0.0060         Yes
42                1.2477e+01           1612.4768          26560         0.0050         Yes
43                1.2296e+01           1612.2959          26440         0.0050         Yes
44                6.5242e+00           1606.5242          16720         0.0030         Yes
45                1.1983e+01           1611.9830           4760         0.0010         Yes
46                6.3121e+01           1663.1207          39320         0.0080         Yes
47                1.9759e+01           1619.7590          11960         0.0020         Yes
48                3.9397e+01           1639.3970          25120         0.0050         Yes
49                1.2488e+01           1612.4881          16640         0.0030         Yes
50                3.9419e+01           1639.4187          23400         0.0050         Yes
51                1.7109e+00           1601.7109          22480         0.0040         Yes
----------------------------------------------------------------------------------------------------
