
========================================================================================================================
F18 - HCLPSO-DC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             5.438452e+03       7238.452134         100000      0.0170          No
2               5.0093e+03         6809.3158         100000      0.0170          No
3               7.0034e+03         8803.4093         100000      0.0170          No
4               4.9824e+03         6782.4172         100000      0.0160          No
5               6.1429e+03         7942.9280         100000      0.0170          No
6               2.0696e+04        22495.7294         100000      0.0160          No
7               4.8846e+03         6684.6245         100000      0.0170          No
8               4.4814e+03         6281.4073         100000      0.0170          No
9               4.4336e+03         6233.5670         100000      0.0170          No
10              7.7505e+03         9550.5068         100000      0.0160          No
11              4.6119e+03         6411.8605         100000      0.0170          No
12              4.3691e+03         6169.0746         100000      0.0170          No
13              4.5527e+03         6352.6951         100000      0.0170          No
14              4.9037e+03         6703.6907         100000      0.0160          No
15              4.4229e+03         6222.9121         100000      0.0170          No
16              4.5928e+03         6392.8277         100000      0.0180          No
17              4.6391e+03         6439.1086         100000      0.0170          No
18              5.2314e+03         7031.4208         100000      0.0180          No
19              4.5739e+03         6373.8531         100000      0.0170          No
20              2.0445e+04        22244.7238         100000      0.0170          No
21              3.7299e+03         5529.9094         100000      0.0170          No
22              1.0999e+04        12799.0071         100000      0.0170          No
23              8.4028e+03        10202.8063         100000      0.0170          No
24              5.4180e+03         7218.0119         100000      0.0170          No
25              4.7708e+03         6570.8400         100000      0.0170          No
26              1.0871e+04        12670.6126         100000      0.0170          No
27              4.6062e+03         6406.2267         100000      0.0170          No
28              7.2430e+02         2524.2950         100000      0.0160          No
29              6.4260e+03         8226.0397         100000      0.0170          No
30              4.8559e+03         6655.8782         100000      0.0170          No
31              1.2594e+04        14393.5906         100000      0.0170          No
32              4.3678e+03         6167.7985         100000      0.0170          No
33              6.8869e+03         8686.8559         100000      0.0170          No
34              4.7959e+03         6595.8875         100000      0.0170          No
35              4.5839e+03         6383.9325         100000      0.0170          No
36              6.8166e+03         8616.6255         100000      0.0170          No
37              5.0437e+03         6843.6917         100000      0.0170          No
38              4.4604e+03         6260.3726         100000      0.0170          No
39              1.2562e+04        14361.9425         100000      0.0170          No
40              4.3899e+03         6189.9239         100000      0.0170          No
41              4.8691e+03         6669.0726         100000      0.0170          No
42              6.7538e+03         8553.8366         100000      0.0170          No
43              2.7268e+04        29067.6292         100000      0.0170          No
44              4.7672e+03         6567.1793         100000      0.0170          No
45              7.2115e+02         2521.1493         100000      0.0170          No
46              1.1542e+04        13342.1040         100000      0.0170          No
47              1.0887e+04        12686.6822         100000      0.0170          No
48              5.0156e+03         6815.5979         100000      0.0170          No
49              8.5135e+03        10313.5335         100000      0.0170          No
50              4.3522e+03         6152.1917         100000      0.0160          No
51              5.6835e+03         7483.4902         100000      0.0170          No
-------------------------------------------------------------------------------------
