Function F11 - HCLPSO-DC (D=10)
----------------------------------------------------------------------------------------------------
Run                    Error             Fitness           CFEs        CTs (s)   Converged
----------------------------------------------------------------------------------------------------
1               4.083267e+00         1104.083267          26960         0.0040         Yes
2                 1.1026e+00           1101.1026          15960         0.0020         Yes
3                 3.1359e+00           1103.1359          28320         0.0050         Yes
4                 3.1952e+00           1103.1952          15440         0.0020         Yes
5                 2.0192e+00           1102.0192          17080         0.0020         Yes
6                 6.6868e+00           1106.6868          19360         0.0040         Yes
7                 2.1717e+00           1102.1717          15200         0.0020         Yes
8                 6.6865e+00           1106.6865          18000         0.0020         Yes
9                 3.1809e+00           1103.1809          20200         0.0030         Yes
10                2.1092e+00           1102.1092          21400         0.0030         Yes
11                1.0672e+01           1110.6721          18240         0.0020         Yes
12                1.1541e-01           1100.1154          17280         0.0020         Yes
13                3.1966e+00           1103.1966          14720         0.0020         Yes
14                6.0522e+00           1106.0522          19120         0.0030         Yes
15                1.0941e+00           1101.0941          21800         0.0030         Yes
16                7.1316e+00           1107.1316          18040         0.0030         Yes
17                1.0999e+01           1110.9990          24200         0.0040         Yes
18                5.9837e+00           1105.9837          16680         0.0020         Yes
19                3.0584e+00           1103.0584          17160         0.0020         Yes
20                5.0581e+00           1105.0581          15760         0.0020         Yes
21                2.2256e+00           1102.2256          16680         0.0020         Yes
22                3.1450e+00           1103.1450          16760         0.0020         Yes
23                4.0566e+00           1104.0566          15880         0.0020         Yes
24                7.0855e+00           1107.0855          18840         0.0020         Yes
25                4.1005e+00           1104.1005          15800         0.0020         Yes
26                4.0986e+00           1104.0986          17800         0.0020         Yes
27                8.8689e+00           1108.8689          16520         0.0020         Yes
28                5.0670e+00           1105.0670          28720         0.0040         Yes
29                7.0328e+00           1107.0328          16080         0.0020         Yes
30                5.3266e+00           1105.3266          16600         0.0020         Yes
31                2.1810e+00           1102.1810          18360         0.0030         Yes
32                4.1262e+00           1104.1262          15200         0.0020         Yes
33                2.0537e+00           1102.0537          14040         0.0020         Yes
34                5.1387e+00           1105.1387          15000         0.0020         Yes
35                1.1066e+00           1101.1066          15920         0.0020         Yes
36                3.2132e+01           1132.1320          29440         0.0040         Yes
37                2.1869e+00           1102.1869          16720         0.0020         Yes
38                5.6914e+00           1105.6914          17080         0.0020         Yes
39                3.1764e+00           1103.1764          17600         0.0020         Yes
40                2.0528e+00           1102.0528          18880         0.0030         Yes
41                8.1027e+00           1108.1027          18680         0.0030         Yes
42                1.0954e+00           1101.0954          14760         0.0020         Yes
43                4.1220e+00           1104.1220          16920         0.0020         Yes
44                3.0647e+00           1103.0647          13720         0.0020         Yes
45                2.0969e+00           1102.0969          37760         0.0060         Yes
46                4.9748e+00           1104.9748          16680         0.0030         Yes
47                2.0868e+00           1102.0868          16400         0.0030         Yes
48                6.6928e+00           1106.6928          17880         0.0020         Yes
49                3.0784e+00           1103.0784          23760         0.0030         Yes
50                1.6974e+01           1116.9740          21480         0.0030         Yes
51                1.0865e+00           1101.0865          17400         0.0020         Yes
----------------------------------------------------------------------------------------------------
