
========================================================================================================================
F15 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             8.481495e+02       2348.149540         100000      0.0160          No
2               3.6871e+01         1536.8709          79840      0.0120         Yes
3               4.2992e+01         1542.9925          77960      0.0110         Yes
4               1.8123e+02         1681.2326         100000      0.0150          No
5               2.0703e+02         1707.0271         100000      0.0150          No
6               4.5537e+01         1545.5374          98480      0.0140         Yes
7               1.4086e+02         1640.8632         100000      0.0150          No
8               9.2836e+01         1592.8360         100000      0.0150          No
9               1.7677e+02         1676.7652         100000      0.0150          No
10              1.5711e+02         1657.1121         100000      0.0150          No
11              3.3380e+02         1833.7986         100000      0.0150          No
12              1.5537e+02         1655.3689         100000      0.0150          No
13              1.7979e+02         1679.7909         100000      0.0150          No
14              5.0856e+01         1550.8562          82840      0.0120         Yes
15              1.1766e+02         1617.6623         100000      0.0150          No
16              2.2814e+02         1728.1418         100000      0.0150          No
17              2.9493e+02         1794.9345         100000      0.0150          No
18              1.9401e+02         1694.0101         100000      0.0150          No
19              7.1856e+01         1571.8561          82720      0.0120         Yes
20              6.9882e+02         2198.8250         100000      0.0160          No
21              2.5589e+02         1755.8922         100000      0.0160          No
22              1.1015e+02         1610.1483         100000      0.0160          No
23              8.8635e+00         1508.8635          83200      0.0120         Yes
24              2.2946e+02         1729.4599         100000      0.0150          No
25              1.2556e+02         1625.5556         100000      0.0150          No
26              5.2700e+01         1552.7001          85680      0.0120         Yes
27              1.8639e+02         1686.3944         100000      0.0150          No
28              1.6360e+02         1663.5987         100000      0.0150          No
29              8.6642e+01         1586.6419         100000      0.0150          No
30              4.6332e+02         1963.3239         100000      0.0150          No
31              1.5361e+02         1653.6120         100000      0.0150          No
32              1.1343e+03         2634.3068         100000      0.0150          No
33              4.3049e+02         1930.4859         100000      0.0150          No
34              1.6052e+02         1660.5218         100000      0.0150          No
35              5.2315e+03         6731.4977         100000      0.0150          No
36              2.6241e+03         4124.1113         100000      0.0150          No
37              1.5475e+02         1654.7538         100000      0.0150          No
38              1.0223e+03         2522.2747         100000      0.0150          No
39              1.5667e+02         1656.6697         100000      0.0150          No
40              4.6085e+02         1960.8460         100000      0.0150          No
41              2.8762e+02         1787.6228         100000      0.0150          No
42              2.2196e+02         1721.9622         100000      0.0150          No
43              3.0538e+02         1805.3751         100000      0.0140          No
44              3.1904e+01         1531.9039          88720      0.0130         Yes
45              5.3684e+01         1553.6844          89120      0.0130         Yes
46              2.1418e+03         3641.8329         100000      0.0150          No
47              6.1881e+02         2118.8110         100000      0.0150          No
48              4.1404e+02         1914.0426         100000      0.0150          No
49              1.5169e+03         3016.9035         100000      0.0150          No
50              1.4372e+03         2937.2469         100000      0.0150          No
51              3.9322e+02         1893.2187         100000      0.0150          No
-------------------------------------------------------------------------------------
