
========================================================================================================================
F21 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.212591e+02       2321.259124         100000      0.0360          No
2               2.3476e+02         2334.7595         100000      0.0350          No
3               1.0308e+02         2203.0830          42480      0.0140         Yes
4               2.2711e+02         2327.1086         100000      0.0340          No
5               2.2864e+02         2328.6367         100000      0.0330          No
6               1.0361e+02         2203.6093          37840      0.0120         Yes
7               2.2606e+02         2326.0558         100000      0.0340          No
8               2.1316e+02         2313.1565         100000      0.0350          No
9               2.2108e+02         2321.0832         100000      0.0370          No
10              2.2824e+02         2328.2370         100000      0.0350          No
11              1.0222e+02         2202.2239          36240      0.0120         Yes
12              1.0319e+02         2203.1868          47120      0.0160         Yes
13              2.1915e+02         2319.1479         100000      0.0340          No
14              2.1714e+02         2317.1366         100000      0.0340          No
15              2.3208e+02         2332.0758         100000      0.0340          No
16              2.1827e+02         2318.2656         100000      0.0340          No
17              2.2413e+02         2324.1322         100000      0.0340          No
18              2.2302e+02         2323.0202         100000      0.0340          No
19              2.1172e+02         2311.7172         100000      0.0340          No
20              2.2176e+02         2321.7591         100000      0.0340          No
21              2.1486e+02         2314.8551         100000      0.0340          No
22              2.1444e+02         2314.4434         100000      0.0340          No
23              1.0294e+02         2202.9384          49240      0.0160         Yes
24              1.0294e+02         2202.9381          36400      0.0120         Yes
25              2.3023e+02         2330.2289         100000      0.0340          No
26              2.0881e+02         2308.8062         100000      0.0340          No
27              2.1628e+02         2316.2792         100000      0.0340          No
28              2.2550e+02         2325.5026         100000      0.0340          No
29              2.1704e+02         2317.0365         100000      0.0350          No
30              2.3265e+02         2332.6517         100000      0.0340          No
31              2.2725e+02         2327.2461         100000      0.0340          No
32              2.3299e+02         2332.9886         100000      0.0340          No
33              2.3390e+02         2333.9007         100000      0.0340          No
34              2.1945e+02         2319.4538         100000      0.0350          No
35              2.1326e+02         2313.2602         100000      0.0340          No
36              2.2355e+02         2323.5473         100000      0.0340          No
37              2.1721e+02         2317.2097         100000      0.0340          No
38              2.2204e+02         2322.0389         100000      0.0340          No
39              2.1131e+02         2311.3054         100000      0.0340          No
40              2.1812e+02         2318.1171         100000      0.0350          No
41              1.0359e+02         2203.5899          48760      0.0160         Yes
42              2.1249e+02         2312.4941         100000      0.0340          No
43              2.1938e+02         2319.3804         100000      0.0340          No
44              2.1136e+02         2311.3647         100000      0.0340          No
45              2.1560e+02         2315.5974         100000      0.0340          No
46              2.2083e+02         2320.8285         100000      0.0340          No
47              2.2065e+02         2320.6507         100000      0.0340          No
48              2.1520e+02         2315.2017         100000      0.0340          No
49              2.1700e+02         2316.9991         100000      0.0350          No
50              2.2040e+02         2320.4002         100000      0.0340          No
51              2.1420e+02         2314.2000         100000      0.0340          No
-------------------------------------------------------------------------------------
