
========================================================================================================================
F21 - HCLPSO-DC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             1.038245e+02       2203.824496          64200      0.0250         Yes
2               1.0380e+02         2203.8023          29680      0.0100         Yes
3               1.0308e+02         2203.0830          38240      0.0130         Yes
4               1.0308e+02         2203.0830          26880      0.0090         Yes
5               1.0382e+02         2203.8245          34800      0.0120         Yes
6               1.0288e+02         2202.8776          30160      0.0100         Yes
7               1.0279e+02         2202.7852          53080      0.0180         Yes
8               1.0294e+02         2202.9381          49000      0.0170         Yes
9               1.0308e+02         2203.0830          62520      0.0220         Yes
10              1.0530e+02         2205.2974         100000      0.0340          No
11              1.0343e+02         2203.4257          29480      0.0100         Yes
12              1.0322e+02         2203.2210          47720      0.0160         Yes
13              1.0255e+02         2202.5489          34440      0.0110         Yes
14              1.0308e+02         2203.0830          36640      0.0120         Yes
15              1.0294e+02         2202.9381          61520      0.0200         Yes
16              1.0308e+02         2203.0830          58600      0.0200         Yes
17              1.0222e+02         2202.2239          41600      0.0140         Yes
18              1.0288e+02         2202.8776          29920      0.0100         Yes
19              1.0393e+02         2203.9298          46200      0.0150         Yes
20              1.0461e+02         2204.6149          52600      0.0170         Yes
21              1.0264e+02         2202.6379          17840      0.0060         Yes
22              1.0255e+02         2202.5501          53440      0.0180         Yes
23              1.0314e+02         2203.1383          34320      0.0110         Yes
24              1.0346e+02         2203.4578          60680      0.0200         Yes
25              1.0327e+02         2203.2674          58440      0.0190         Yes
26              1.0288e+02         2202.8776          39920      0.0130         Yes
27              1.0265e+02         2202.6540          34400      0.0110         Yes
28              1.0334e+02         2203.3403          33960      0.0110         Yes
29              1.0294e+02         2202.9381          53920      0.0180         Yes
30              1.0369e+02         2203.6898          36960      0.0120         Yes
31              1.0288e+02         2202.8776          27000      0.0090         Yes
32              1.0392e+02         2203.9174          48800      0.0160         Yes
33              1.0294e+02         2202.9381          42640      0.0140         Yes
34              1.0280e+02         2202.7956          49720      0.0160         Yes
35              1.0361e+02         2203.6093          33080      0.0110         Yes
36              1.0309e+02         2203.0875          52200      0.0170         Yes
37              1.0333e+02         2203.3276          46360      0.0160         Yes
38              1.0287e+02         2202.8724          58600      0.0200         Yes
39              1.0264e+02         2202.6433          50680      0.0170         Yes
40              1.0405e+02         2204.0464          51320      0.0170         Yes
41              1.0293e+02         2202.9331          34160      0.0120         Yes
42              1.0288e+02         2202.8776          40440      0.0140         Yes
43              1.0293e+02         2202.9305          40960      0.0140         Yes
44              1.0333e+02         2203.3276          25480      0.0080         Yes
45              1.0278e+02         2202.7784          58280      0.0200         Yes
46              1.0496e+02         2204.9590          75560      0.0250         Yes
47              1.0592e+02         2205.9158         100000      0.0340          No
48              1.0288e+02         2202.8778          46000      0.0150         Yes
49              1.0308e+02         2203.0830          59320      0.0200         Yes
50              1.0288e+02         2202.8776          41000      0.0130         Yes
51              1.0308e+02         2203.0830          36960      0.0120         Yes
-------------------------------------------------------------------------------------
