
========================================================================================================================
F16 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.203867e+00       1602.203867          30160      0.0060         Yes
2               4.4442e+01         1644.4417          26840      0.0050         Yes
3               4.4602e+01         1644.6015          42600      0.0080         Yes
4               1.5286e+00         1601.5286          12560      0.0020         Yes
5               1.2471e+01         1612.4711          25080      0.0050         Yes
6               1.2488e+01         1612.4882          29680      0.0060         Yes
7               1.2487e+01         1612.4872          20640      0.0040         Yes
8               6.7002e+01         1667.0020          25040      0.0050         Yes
9               3.9389e+01         1639.3891          19280      0.0040         Yes
10              5.7994e+01         1657.9939          67400      0.0130         Yes
11              1.2913e+01         1612.9126          21040      0.0040         Yes
12              1.7624e+00         1601.7624          24480      0.0050         Yes
13              5.6103e+01         1656.1034          33000      0.0070         Yes
14              6.7237e+01         1667.2369          21280      0.0040         Yes
15              3.9368e+01         1639.3680          37320      0.0090         Yes
16              1.7196e+01         1617.1962          29160      0.0060         Yes
17              1.2467e+01         1612.4672          13920      0.0020         Yes
18              1.7249e+01         1617.2494          16240      0.0030         Yes
19              1.2510e+01         1612.5097          24040      0.0050         Yes
20              1.2473e+01         1612.4730          21760      0.0040         Yes
21              2.1800e+00         1602.1800          19680      0.0040         Yes
22              1.7715e+01         1617.7154          35040      0.0070         Yes
23              1.2657e+01         1612.6570          15000      0.0030         Yes
24              1.2619e+01         1612.6187          39360      0.0080         Yes
25              1.7528e+01         1617.5282           9160      0.0010         Yes
26              2.1287e+01         1621.2866          53960      0.0110         Yes
27              1.2753e+01         1612.7527          18360      0.0040         Yes
28              3.9886e+01         1639.8859          33080      0.0060         Yes
29              1.9759e+00         1601.9759          17320      0.0030         Yes
30              1.3068e+01         1613.0684          18840      0.0030         Yes
31              1.2504e+01         1612.5040          20720      0.0040         Yes
32              6.2629e+00         1606.2629          16840      0.0030         Yes
33              4.3438e+01         1643.4383          37840      0.0070         Yes
34              1.2469e+01         1612.4690          18160      0.0030         Yes
35              1.2894e+01         1612.8943          45440      0.0080         Yes
36              1.2478e+01         1612.4784          13480      0.0020         Yes
37              3.9401e+01         1639.4010          25720      0.0050         Yes
38              1.2535e+01         1612.5347          30920      0.0060         Yes
39              4.7208e+00         1604.7208          15520      0.0030         Yes
40              1.3109e+01         1613.1093          20600      0.0040         Yes
41              1.2526e+01         1612.5258          22080      0.0040         Yes
42              5.0846e+01         1650.8458          34800      0.0070         Yes
43              1.7318e+01         1617.3176          27400      0.0050         Yes
44              1.7414e+01         1617.4138          14040      0.0020         Yes
45              9.9312e+00         1609.9312          20880      0.0040         Yes
46              1.2469e+01         1612.4685          22120      0.0040         Yes
47              3.9634e+01         1639.6340          17320      0.0030         Yes
48              1.2316e+01         1612.3159          18320      0.0030         Yes
49              1.7196e+01         1617.1958          29840      0.0060         Yes
50              1.9234e+00         1601.9234          15520      0.0030         Yes
51              1.2864e+01         1612.8644          27600      0.0050         Yes
-------------------------------------------------------------------------------------
