
========================================================================================================================
F14 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             3.291834e+01       1432.918345          77520      0.0180         Yes
2               4.5060e+01         1445.0603          64280      0.0130         Yes
3               6.0217e+01         1460.2168          73840      0.0150         Yes
4               1.0414e+02         1504.1351         100000      0.0210          No
5               1.4742e+02         1547.4184         100000      0.0220          No
6               3.2740e+01         1432.7401          49440      0.0100         Yes
7               7.4575e+02         2145.7540         100000      0.0220          No
8               3.4928e+01         1434.9275          48360      0.0100         Yes
9               4.4795e+01         1444.7950          82320      0.0180         Yes
10              8.9152e+01         1489.1525         100000      0.0220          No
11              4.5011e+01         1445.0108          73320      0.0150         Yes
12              7.1211e+01         1471.2110          98360      0.0220         Yes
13              3.8142e+02         1781.4198         100000      0.0230          No
14              1.2557e+02         1525.5726         100000      0.0230          No
15              8.9215e+01         1489.2152         100000      0.0220          No
16              5.7218e+01         1457.2185          53160      0.0110         Yes
17              4.7442e+01         1447.4423          58360      0.0120         Yes
18              1.5211e+02         1552.1082         100000      0.0210          No
19              9.9281e+01         1499.2805          84120      0.0180         Yes
20              4.6266e+01         1446.2662          59800      0.0120         Yes
21              3.0961e+01         1430.9611          53160      0.0110         Yes
22              8.3100e+02         2230.9967         100000      0.0220          No
23              6.1895e+01         1461.8948          72560      0.0150         Yes
24              4.8233e+01         1448.2332          14360      0.0030         Yes
25              4.8399e+01         1448.3987          82720      0.0180         Yes
26              5.6680e+01         1456.6800          63480      0.0130         Yes
27              9.8419e+01         1498.4188         100000      0.0220          No
28              2.7537e+01         1427.5369          55000      0.0110         Yes
29              6.3102e+01         1463.1024          59840      0.0120         Yes
30              3.8893e+01         1438.8930          60840      0.0120         Yes
31              4.5508e+01         1445.5079          78000      0.0160         Yes
32              1.2563e+02         1525.6306         100000      0.0220          No
33              4.9127e+01         1449.1271          36760      0.0070         Yes
34              1.0644e+02         1506.4351         100000      0.0220          No
35              2.5626e+02         1656.2555         100000      0.0220          No
36              1.8422e+02         1584.2182         100000      0.0220          No
37              6.5146e+01         1465.1465          97080      0.0210         Yes
38              1.3650e+02         1536.4967         100000      0.0220          No
39              3.2239e+01         1432.2387          63320      0.0130         Yes
40              6.8245e+01         1468.2446          86040      0.0190         Yes
41              5.5344e+01         1455.3437          71040      0.0150         Yes
42              3.9562e+01         1439.5623          95400      0.0210         Yes
43              1.5085e+02         1550.8524         100000      0.0220          No
44              2.4641e+02         1646.4120         100000      0.0220          No
45              9.3519e+01         1493.5185         100000      0.0220          No
46              5.2686e+02         1926.8604         100000      0.0220          No
47              1.9470e+02         1594.6958         100000      0.0220          No
48              8.4585e+01         1484.5850         100000      0.0220          No
49              4.8044e+01         1448.0441          48720      0.0100         Yes
50              8.4932e+01         1484.9318         100000      0.0210          No
51              8.3982e+01         1483.9818          77960      0.0160         Yes
-------------------------------------------------------------------------------------
