
========================================================================================================================
F17 - HCLPSO-DC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.784322e+01       1727.843217          16200      0.0050         Yes
2               2.6691e+01         1726.6909          12640      0.0040         Yes
3               5.1603e+01         1751.6033          19440      0.0060         Yes
4               4.0144e+01         1740.1442          22960      0.0070         Yes
5               4.4709e+01         1744.7089          15960      0.0050         Yes
6               4.0201e+01         1740.2012          28600      0.0090         Yes
7               2.6238e+01         1726.2384          38120      0.0120         Yes
8               3.3114e+01         1733.1138          21560      0.0070         Yes
9               5.1661e+01         1751.6609          13480      0.0040         Yes
10              3.3096e+01         1733.0956          41000      0.0150         Yes
11              4.2010e+01         1742.0099          22040      0.0070         Yes
12              4.2052e+01         1742.0522          20680      0.0060         Yes
13              5.3872e+01         1753.8724          19800      0.0060         Yes
14              3.7988e+01         1737.9881          22640      0.0070         Yes
15              3.9193e+01         1739.1928          18920      0.0060         Yes
16              2.6778e+01         1726.7776          11640      0.0040         Yes
17              5.0814e+01         1750.8141          21120      0.0070         Yes
18              5.1732e+01         1751.7320          27240      0.0090         Yes
19              4.7977e+01         1747.9769          22080      0.0070         Yes
20              2.6052e+01         1726.0517          16320      0.0050         Yes
21              3.8332e+01         1738.3323          19600      0.0060         Yes
22              5.3853e+01         1753.8527          37720      0.0120         Yes
23              3.8051e+01         1738.0505          18720      0.0060         Yes
24              3.5235e+01         1735.2350          18600      0.0060         Yes
25              3.7874e+01         1737.8744          15440      0.0050         Yes
26              3.7802e+01         1737.8016          18840      0.0060         Yes
27              3.5189e+01         1735.1885          14400      0.0040         Yes
28              4.0651e+01         1740.6511          20680      0.0070         Yes
29              5.0243e+01         1750.2429          18760      0.0060         Yes
30              3.3894e+01         1733.8945          16480      0.0050         Yes
31              3.6255e+01         1736.2551          25480      0.0080         Yes
32              5.4077e+01         1754.0768          24960      0.0080         Yes
33              3.9118e+01         1739.1181          24120      0.0080         Yes
34              3.9113e+01         1739.1130          17200      0.0050         Yes
35              4.5182e+01         1745.1818          48200      0.0160         Yes
36              2.9987e+01         1729.9869          12040      0.0040         Yes
37              4.5182e+01         1745.1818          19640      0.0060         Yes
38              3.7463e+01         1737.4628          18760      0.0060         Yes
39              3.4216e+01         1734.2165          21360      0.0070         Yes
40              3.6952e+01         1736.9523          17600      0.0050         Yes
41              5.3953e+01         1753.9529          24480      0.0080         Yes
42              1.4425e+02         1844.2499         100000      0.0330          No
43              1.0517e+02         1805.1686         100000      0.0340          No
44              2.6865e+01         1726.8648          22320      0.0070         Yes
45              2.3753e+01         1723.7525          17320      0.0050         Yes
46              3.4729e+01         1734.7287          18560      0.0060         Yes
47              1.0427e+01         1710.4275          13920      0.0040         Yes
48              2.6860e+01         1726.8597          15840      0.0050         Yes
49              1.4411e+02         1844.1142         100000      0.0330          No
50              2.5636e+01         1725.6362          42160      0.0130         Yes
51              1.8842e+01         1718.8415          14960      0.0050         Yes
-------------------------------------------------------------------------------------
