
========================================================================================================================
F7 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.081715e+01        720.817154          34200      0.0070         Yes
2               1.8012e+01          718.0116          24200      0.0040         Yes
3               2.0971e+01          720.9707          29200      0.0050         Yes
4               1.8974e+01          718.9737          38200      0.0070         Yes
5               2.3174e+01          723.1743          47600      0.0090         Yes
6               1.6647e+01          716.6475          25000      0.0050         Yes
7               2.0765e+01          720.7647          41120      0.0080         Yes
8               2.2135e+01          722.1346          27480      0.0050         Yes
9               2.0217e+01          720.2170          33320      0.0060         Yes
10              1.8195e+01          718.1949          34000      0.0070         Yes
11              2.3229e+01          723.2287          34520      0.0080         Yes
12              2.3858e+01          723.8584          45440      0.0090         Yes
13              2.0859e+01          720.8594          41240      0.0080         Yes
14              1.9698e+01          719.6982          24360      0.0050         Yes
15              1.6851e+01          716.8510          31280      0.0070         Yes
16              1.8771e+01          718.7713          19000      0.0040         Yes
17              1.7639e+01          717.6393          27720      0.0060         Yes
18              1.8349e+01          718.3488          24760      0.0050         Yes
19              1.7806e+01          717.8064          35720      0.0070         Yes
20              1.9719e+01          719.7187          25040      0.0050         Yes
21              1.5953e+01          715.9529          38800      0.0080         Yes
22              2.9327e+01          729.3272          35880      0.0070         Yes
23              2.6336e+01          726.3361          35400      0.0070         Yes
24              1.7489e+01          717.4891          28880      0.0050         Yes
25              1.9492e+01          719.4920          26960      0.0050         Yes
26              2.5944e+01          725.9440          38960      0.0070         Yes
27              2.4734e+01          724.7340          27080      0.0050         Yes
28              2.9784e+01          729.7839          49400      0.0100         Yes
29              2.0972e+01          720.9724          51000      0.0100         Yes
30              1.5794e+01          715.7937          20360      0.0040         Yes
31              1.8974e+01          718.9736          43800      0.0080         Yes
32              1.8543e+01          718.5428          24760      0.0050         Yes
33              2.3576e+01          723.5756          43040      0.0080         Yes
34              1.8789e+01          718.7886          26840      0.0050         Yes
35              4.4770e+01          744.7705          30400      0.0060         Yes
36              2.2572e+01          722.5716          37280      0.0070         Yes
37              2.3387e+01          723.3871          42840      0.0080         Yes
38              2.5040e+01          725.0396          38840      0.0070         Yes
39              1.6626e+01          716.6256          20600      0.0040         Yes
40              1.9546e+01          719.5461          35760      0.0070         Yes
41              1.7674e+01          717.6740          27720      0.0050         Yes
42              2.5044e+01          725.0436          44960      0.0090         Yes
43              2.2421e+01          722.4214          46760      0.0090         Yes
44              1.8465e+01          718.4646          23920      0.0040         Yes
45              1.7581e+01          717.5809          35760      0.0070         Yes
46              2.2248e+01          722.2479          34200      0.0070         Yes
47              1.8540e+01          718.5400          27840      0.0050         Yes
48              1.1924e+01          711.9236          33160      0.0060         Yes
49              1.6576e+01          716.5763          22080      0.0040         Yes
50              2.2346e+01          722.3455          31160      0.0060         Yes
51              2.2513e+01          722.5132          36000      0.0070         Yes
-------------------------------------------------------------------------------------
