
========================================================================================================================
F18 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             7.174800e+03       8974.799724         100000      0.0180          No
2               1.0965e+04        12764.7723         100000      0.0170          No
3               4.4448e+03         6244.7897         100000      0.0170          No
4               2.0726e+04        22526.3140         100000      0.0170          No
5               4.7373e+03         6537.3277         100000      0.0170          No
6               4.5333e+03         6333.3123         100000      0.0170          No
7               1.0974e+04        12774.4405         100000      0.0170          No
8               2.4236e+04        26036.4759         100000      0.0170          No
9               4.5871e+03         6387.1113         100000      0.0170          No
10              4.5624e+03         6362.4162         100000      0.0170          No
11              3.3448e+04        35247.9725         100000      0.0170          No
12              1.4092e+04        15892.1280         100000      0.0170          No
13              5.3168e+03         7116.8242         100000      0.0170          No
14              4.4586e+03         6258.5793         100000      0.0170          No
15              2.0788e+04        22588.3633         100000      0.0170          No
16              5.2201e+03         7020.0958         100000      0.0180          No
17              5.3810e+03         7181.0414         100000      0.0180          No
18              2.3598e+04        25398.2050         100000      0.0180          No
19              7.0588e+03         8858.8274         100000      0.0170          No
20              5.5132e+03         7313.2321         100000      0.0170          No
21              4.4994e+03         6299.4492         100000      0.0170          No
22              3.9748e+03         5774.8192         100000      0.0170          No
23              1.0679e+04        12479.0098         100000      0.0170          No
24              1.1177e+04        12977.2404         100000      0.0170          No
25              1.0887e+04        12686.9802         100000      0.0170          No
26              5.0064e+03         6806.4249         100000      0.0170          No
27              5.2869e+03         7086.8877         100000      0.0170          No
28              4.8744e+03         6674.4186         100000      0.0170          No
29              3.4815e+04        36615.1435         100000      0.0170          No
30              1.8954e+04        20753.8869         100000      0.0170          No
31              4.6842e+03         6484.2380         100000      0.0170          No
32              7.6765e+03         9476.4852         100000      0.0170          No
33              4.3604e+03         6160.3992         100000      0.0170          No
34              4.3513e+03         6151.3217         100000      0.0170          No
35              1.1232e+04        13031.8473         100000      0.0170          No
36              7.3987e+03         9198.7085         100000      0.0170          No
37              1.0615e+03         2861.5200         100000      0.0170          No
38              1.0893e+04        12693.1109         100000      0.0170          No
39              4.3977e+03         6197.7123         100000      0.0170          No
40              3.8554e+04        40353.5275         100000      0.0170          No
41              5.1379e+03         6937.9181         100000      0.0170          No
42              2.0650e+04        22449.6305         100000      0.0170          No
43              4.5206e+03         6320.6213         100000      0.0170          No
44              6.7821e+03         8582.1312         100000      0.0170          No
45              2.0750e+04        22550.4127         100000      0.0160          No
46              5.0304e+03         6830.4123         100000      0.0170          No
47              4.3728e+03         6172.8434         100000      0.0170          No
48              1.0861e+04        12660.8264         100000      0.0170          No
49              6.7735e+03         8573.4842         100000      0.0170          No
50              2.0730e+04        22529.6502         100000      0.0170          No
51              6.8286e+03         8628.6202         100000      0.0160          No
-------------------------------------------------------------------------------------
