
========================================================================================================================
F23 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             3.244270e+02       2624.426990         100000      0.0620          No
2               3.1579e+02         2615.7867         100000      0.0610          No
3               3.2539e+02         2625.3934         100000      0.0600          No
4               3.1524e+02         2615.2384         100000      0.0570          No
5               3.3143e+02         2631.4323         100000      0.0630          No
6               3.1615e+02         2616.1490         100000      0.0610          No
7               3.1668e+02         2616.6843         100000      0.0600          No
8               3.1615e+02         2616.1490         100000      0.0620          No
9               3.1377e+02         2613.7668         100000      0.0630          No
10              3.2424e+02         2624.2385         100000      0.0630          No
11              3.2787e+02         2627.8711         100000      0.0600          No
12              3.2195e+02         2621.9549         100000      0.0620          No
13              3.1519e+02         2615.1923         100000      0.0620          No
14              3.2793e+02         2627.9348         100000      0.0610          No
15              3.2058e+02         2620.5811         100000      0.0590          No
16              3.1615e+02         2616.1490         100000      0.0620          No
17              3.1897e+02         2618.9701         100000      0.0600          No
18              3.1903e+02         2619.0282         100000      0.0630          No
19              3.3079e+02         2630.7945         100000      0.0600          No
20              3.3071e+02         2630.7112         100000      0.0640          No
21              3.2100e+02         2620.9963         100000      0.0600          No
22              3.1782e+02         2617.8233         100000      0.0610          No
23              3.1358e+02         2613.5837         100000      0.0630          No
24              3.4972e+02         2649.7205         100000      0.0560          No
25              3.2094e+02         2620.9448         100000      0.0590          No
26              3.2309e+02         2623.0910         100000      0.0610          No
27              3.1616e+02         2616.1616         100000      0.0650          No
28              3.2443e+02         2624.4324         100000      0.0590          No
29              3.1684e+02         2616.8437         100000      0.0600          No
30              3.1524e+02         2615.2384         100000      0.0580          No
31              3.3731e+02         2637.3112         100000      0.0580          No
32              3.1792e+02         2617.9166         100000      0.0610          No
33              3.1938e+02         2619.3831         100000      0.0660          No
34              3.1921e+02         2619.2123         100000      0.0590          No
35              3.1406e+02         2614.0644         100000      0.0610          No
36              3.2474e+02         2624.7409         100000      0.0590          No
37              3.0969e+02         2609.6932         100000      0.0620          No
38              3.2017e+02         2620.1704         100000      0.0600          No
39              3.2036e+02         2620.3593         100000      0.0560          No
40              3.5736e+02         2657.3592         100000      0.0550          No
41              3.2651e+02         2626.5136         100000      0.0620          No
42              3.1220e+02         2612.2019         100000      0.0620          No
43              3.1524e+02         2615.2384         100000      0.0580          No
44              3.2343e+02         2623.4293         100000      0.0630          No
45              3.3609e+02         2636.0854         100000      0.0580          No
46              3.2618e+02         2626.1772         100000      0.0580          No
47              3.1524e+02         2615.2384         100000      0.0590          No
48              3.1593e+02         2615.9301         100000      0.0590          No
49              3.2001e+02         2620.0087         100000      0.0650          No
50              3.2618e+02         2626.1825         100000      0.0660          No
51              3.2005e+02         2620.0503         100000      0.0640          No
-------------------------------------------------------------------------------------
