
========================================================================================================================
F30 - HCLPSO-OC (D=10)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             5.149996e+03       8149.995611         100000      0.1840          No
2               6.5046e+05       653463.8288         100000      0.1600          No
3               8.9644e+03        11964.4273         100000      0.1640          No
4               8.0889e+03        11088.8831         100000      0.1560          No
5               8.8082e+05       883815.8282         100000      0.1480          No
6               9.1069e+03        12106.8510         100000      0.1760          No
7               4.7225e+05       475254.1298         100000      0.1550          No
8               6.3241e+05       635410.9594         100000      0.1940          No
9               8.1835e+05       821353.9894         100000      0.1830          No
10              9.7495e+03        12749.4665         100000      0.1970          No
11              1.6149e+04        19149.1953         100000      0.1920          No
12              3.3412e+04        36411.7264         100000      0.1880          No
13              4.7226e+05       475255.3806         100000      0.1600          No
14              6.4839e+03         9483.8795         100000      0.1730          No
15              2.1164e+05       214638.8803         100000      0.1580          No
16              1.9490e+04        22490.2145         100000      0.1690          No
17              1.2496e+04        15496.4680         100000      0.1890          No
18              1.2488e+06      1251762.7427         100000      0.1770          No
19              5.4715e+04        57714.5873         100000      0.1750          No
20              1.3593e+05       138933.6078         100000      0.1610          No
21              3.1420e+04        34419.6337         100000      0.1750          No
22              8.1923e+03        11192.3406         100000      0.1550          No
23              4.0152e+04        43151.8370         100000      0.1920          No
24              1.1297e+05       115973.1838         100000      0.1590          No
25              6.5046e+05       653463.8288         100000      0.1540          No
26              7.1453e+04        74453.0623         100000      0.1790          No
27              1.1730e+05       120302.5525         100000      0.1750          No
28              2.1016e+05       213155.6947         100000      0.1950          No
29              1.1731e+05       120305.7251         100000      0.1850          No
30              3.1412e+04        34412.4524         100000      0.1740          No
31              3.1417e+04        34417.3523         100000      0.1670          No
32              8.1758e+05       820578.1717         100000      0.1680          No
33              5.7655e+04        60655.4304         100000      0.1690          No
34              8.1758e+05       820578.1717         100000      0.1640          No
35              2.1731e+04        24731.3281         100000      0.1990          No
36              8.1777e+05       820768.4169         100000      0.1770          No
37              1.3593e+05       138933.5845         100000      0.1620          No
38              8.1758e+05       820578.1717         100000      0.1680          No
39              7.3535e+03        10353.5295         100000      0.1750          No
40              1.1860e+04        14860.2201         100000      0.1890          No
41              8.4953e+05       852532.8791         100000      0.2260          No
42              6.9084e+03         9908.4407         100000      0.1790          No
43              9.5658e+03        12565.7902         100000      0.1830          No
44              6.5046e+05       653463.8290         100000      0.1570          No
45              5.8931e+03         8893.1409         100000      0.1750          No
46              4.2202e+03         7220.1930         100000      0.1710          No
47              2.8299e+03         5829.9381         100000      0.2080          No
48              1.1297e+05       115966.2255         100000      0.1750          No
49              4.0323e+04        43322.7170         100000      0.1800          No
50              6.8459e+03         9845.8893         100000      0.1750          No
51              4.7225e+05       475254.1298         100000      0.1590          No
-------------------------------------------------------------------------------------
