
========================================================================================================================
F20 - HCLPSO-OC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             3.672424e+02       2367.242420         152400      0.1870         Yes
2               5.6381e+02         2563.8123         300000      0.3590          No
3               7.4501e+02         2745.0098         300000      0.3560          No
4               6.9121e+02         2691.2121         300000      0.3620          No
5               3.2485e+02         2324.8497         128480      0.1510         Yes
6               2.9217e+02         2292.1714          64720      0.0790         Yes
7               1.3639e+02         2136.3907         197640      0.2370         Yes
8               5.6502e+02         2565.0175         300000      0.3640          No
9               4.4749e+02         2447.4876         300000      0.3570          No
10              5.6097e+02         2560.9743         300000      0.3430          No
11              3.5988e+02         2359.8791         250520      0.3010         Yes
12              2.1471e+02         2214.7086         119920      0.1440         Yes
13              1.9724e+02         2197.2409          87960      0.1060         Yes
14              3.3687e+02         2336.8699         100640      0.1520         Yes
15              4.1580e+02         2415.7952         258840      0.3340         Yes
16              2.9936e+02         2299.3642          91040      0.1100         Yes
17              3.6807e+02         2368.0731         227560      0.2730         Yes
18              3.7142e+02         2371.4230         293880      0.3540         Yes
19              4.5277e+02         2452.7667         300000      0.3680          No
20              2.5761e+02         2257.6058         186360      0.2280         Yes
21              4.8577e+02         2485.7740         300000      0.3560          No
22              5.0025e+02         2500.2502         300000      0.3710          No
23              1.4485e+02         2144.8454         206080      0.2530         Yes
24              8.2356e+02         2823.5590         300000      0.3570          No
25              3.9685e+02         2396.8451         290480      0.3490         Yes
26              1.3627e+02         2136.2705          91760      0.1110         Yes
27              8.0005e+01         2080.0047         102880      0.1250         Yes
28              4.3276e+02         2432.7582         300000      0.3550          No
29              5.9310e+02         2593.0981         300000      0.3620          No
30              3.6371e+02         2363.7114         121640      0.1430         Yes
31              1.3698e+02         2136.9768          44160      0.0530         Yes
32              2.0440e+02         2204.3987          98480      0.1180         Yes
33              3.4560e+02         2345.5956         192680      0.2280         Yes
34              2.6975e+02         2269.7488          86560      0.1030         Yes
35              5.2687e+02         2526.8701         300000      0.3570          No
36              3.3603e+02         2336.0335         166920      0.1990         Yes
37              6.3983e+02         2639.8298         300000      0.3600          No
38              4.7051e+02         2470.5057         300000      0.3630          No
39              3.4826e+02         2348.2557         191080      0.2280         Yes
40              3.1280e+02         2312.7969         197240      0.2340         Yes
41              3.3628e+02         2336.2754         225000      0.2640         Yes
42              2.2739e+02         2227.3888         158040      0.1890         Yes
43              3.2615e+02         2326.1487         155680      0.1870         Yes
44              2.3185e+02         2231.8542         141960      0.1690         Yes
45              2.8381e+02         2283.8122         112720      0.1350         Yes
46              6.0310e+02         2603.1042         300000      0.3930          No
47              3.1803e+02         2318.0336         154880      0.1830         Yes
48              4.3632e+02         2436.3154         300000      0.3510          No
49              5.3127e+02         2531.2730         300000      0.3480          No
50              5.8965e+02         2589.6475         300000      0.3610          No
51              5.1345e+02         2513.4529         300000      0.3580          No
-------------------------------------------------------------------------------------
