
========================================================================================================================
F18 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             2.493097e+05     251109.715771         300000      0.1750          No
2               2.5124e+05       253036.7588         300000      0.1730          No
3               1.8482e+05       186622.6394         300000      0.1770          No
4               2.1949e+05       221289.5844         300000      0.1720          No
5               3.1053e+05       312328.5421         300000      0.1720          No
6               4.7783e+05       479628.9869         300000      0.1770          No
7               6.2480e+05       626602.3453         300000      0.1730          No
8               3.1311e+05       314909.1328         300000      0.1760          No
9               5.9260e+05       594398.7960         300000      0.1730          No
10              4.7439e+05       476185.8185         300000      0.1730          No
11              3.1039e+05       312191.3705         300000      0.1730          No
12              2.8715e+05       288945.4033         300000      0.1730          No
13              2.9748e+05       299278.8608         300000      0.1710          No
14              2.6034e+05       262139.3805         300000      0.1700          No
15              2.5298e+05       254777.3696         300000      0.1710          No
16              2.8015e+05       281948.5820         300000      0.1700          No
17              5.9330e+05       595096.7691         300000      0.1720          No
18              2.7336e+05       275159.2458         300000      0.1720          No
19              6.0439e+05       606192.5008         300000      0.1710          No
20              3.2557e+05       327370.2004         300000      0.1700          No
21              4.2037e+05       422170.0921         300000      0.1730          No
22              3.0914e+05       310943.8858         300000      0.1720          No
23              2.9244e+05       294237.5990         300000      0.1700          No
24              3.1290e+05       314697.1185         300000      0.1710          No
25              3.1813e+05       319933.7451         300000      0.1700          No
26              6.9068e+05       692477.4181         300000      0.1710          No
27              3.0421e+05       306005.5670         300000      0.1710          No
28              2.5975e+05       261553.2856         300000      0.1740          No
29              3.1051e+05       312309.3263         300000      0.1780          No
30              3.2560e+05       327397.9165         300000      0.1790          No
31              2.9289e+05       294687.5289         300000      0.2020          No
32              3.2122e+05       323019.1109         300000      0.1780          No
33              3.1181e+05       313606.1464         300000      0.1730          No
34              1.1304e+06      1132232.2761         300000      0.1710          No
35              2.9123e+05       293028.9506         300000      0.1700          No
36              3.0162e+05       303416.0434         300000      0.1710          No
37              3.4684e+05       348641.8936         300000      0.1710          No
38              2.8251e+05       284310.0925         300000      0.1710          No
39              2.1943e+05       221229.8773         300000      0.1720          No
40              1.2130e+05       123100.4424         300000      0.1780          No
41              1.2534e+05       127139.1386         300000      0.1780          No
42              3.0214e+05       303938.8143         300000      0.1730          No
43              2.2756e+05       229355.6032         300000      0.1720          No
44              7.7779e+05       779592.2537         300000      0.1720          No
45              3.2119e+05       322994.1255         300000      0.1720          No
46              3.0557e+05       307366.4895         300000      0.1750          No
47              7.8112e+05       782923.7480         300000      0.1750          No
48              2.2534e+05       227138.1065         300000      0.1730          No
49              3.3545e+05       337249.0395         300000      0.1720          No
50              2.9092e+05       292715.8924         300000      0.1710          No
51              2.1844e+05       220238.0504         300000      0.1700          No
-------------------------------------------------------------------------------------
