
========================================================================================================================
F29 - HCLPSO-OC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             6.227751e+02       3522.775146         300000      0.6950          No
2               7.4970e+02         3649.7025         300000      0.6150          No
3               9.3564e+02         3835.6402         300000      0.5970          No
4               1.1708e+03         4070.7681         300000      0.6020          No
5               1.3760e+03         4276.0109         300000      0.5670          No
6               1.0942e+03         3994.2446         300000      0.5810          No
7               1.1109e+03         4010.9292         300000      0.5980          No
8               1.6873e+03         4587.3294         300000      0.5510          No
9               9.7278e+02         3872.7803         300000      0.5850          No
10              9.7269e+02         3872.6866         300000      0.6090          No
11              6.8033e+02         3580.3288         300000      0.5830          No
12              9.7708e+02         3877.0814         300000      0.5900          No
13              8.8617e+02         3786.1707         300000      0.5820          No
14              7.7926e+02         3679.2609         300000      0.5940          No
15              1.4791e+03         4379.1088         300000      0.5780          No
16              6.8495e+02         3584.9501         300000      0.5840          No
17              7.7964e+02         3679.6423         300000      0.6100          No
18              7.9323e+02         3693.2296         300000      0.5880          No
19              7.9664e+02         3696.6377         300000      0.5780          No
20              8.7822e+02         3778.2240         300000      0.5930          No
21              1.1343e+03         4034.2568         300000      0.5880          No
22              9.9889e+02         3898.8908         300000      0.6210          No
23              8.2693e+02         3726.9276         300000      0.5990          No
24              7.8252e+02         3682.5199         300000      0.6080          No
25              1.1551e+03         4055.1268         300000      0.6010          No
26              1.2389e+03         4138.8907         300000      0.6020          No
27              6.4468e+02         3544.6817         300000      0.6000          No
28              1.0718e+03         3971.7970         300000      0.5980          No
29              6.6453e+02         3564.5272         300000      0.5960          No
30              1.0266e+03         3926.6085         300000      0.5950          No
31              1.0237e+03         3923.7403         300000      0.5830          No
32              9.2899e+02         3828.9885         300000      0.5890          No
33              1.1871e+03         4087.0970         300000      0.5580          No
34              1.5496e+03         4449.6053         300000      0.5670          No
35              1.3606e+03         4260.6160         300000      0.6230          No
36              8.9620e+02         3796.1977         300000      0.6220          No
37              1.5402e+03         4440.2482         300000      0.5790          No
38              1.4472e+03         4347.1673         300000      0.5910          No
39              6.7434e+02         3574.3388         300000      0.5980          No
40              1.1706e+03         4070.6396         300000      0.5890          No
41              8.5505e+02         3755.0483         300000      0.5940          No
42              9.1114e+02         3811.1365         300000      0.6240          No
43              1.0275e+03         3927.5135         300000      0.5990          No
44              1.2120e+03         4112.0310         300000      0.5890          No
45              7.6962e+02         3669.6188         300000      0.5940          No
46              1.2927e+03         4192.7442         300000      0.5780          No
47              5.4999e+02         3449.9922         168200      0.3470         Yes
48              1.2814e+03         4181.3730         300000      0.6110          No
49              1.1492e+03         4049.2263         300000      0.5980          No
50              1.0908e+03         3990.7538         300000      0.6130          No
51              1.0351e+03         3935.0504         300000      0.5920          No
-------------------------------------------------------------------------------------
