Function F25 - HCLPSO-DC (D=30)
----------------------------------------------------------------------------------------------------
Run                    Error             Fitness           CFEs        CTs (s)   Converged
----------------------------------------------------------------------------------------------------
1               3.883945e+02         2888.394491          70080         0.1540         Yes
2                 3.8788e+02           2887.8788          57840         0.1210         Yes
3                 3.8874e+02           2888.7373          60640         0.1270         Yes
4                 3.8855e+02           2888.5478          60360         0.1260         Yes
5                 3.8749e+02           2887.4890          55040         0.1150         Yes
6                 3.8869e+02           2888.6859          51840         0.1080         Yes
7                 3.8882e+02           2888.8206          65280         0.1360         Yes
8                 3.8801e+02           2888.0054          58880         0.1230         Yes
9                 4.1761e+02           2917.6082          79440         0.1660         Yes
10                3.8760e+02           2887.6049          55200         0.1150         Yes
11                3.8802e+02           2888.0174          64800         0.1350         Yes
12                3.8698e+02           2886.9779          58680         0.1230         Yes
13                3.8718e+02           2887.1751          62880         0.1310         Yes
14                3.8852e+02           2888.5199          66280         0.1380         Yes
15                3.8776e+02           2887.7618          58840         0.1230         Yes
16                3.8747e+02           2887.4664          60360         0.1260         Yes
17                3.8718e+02           2887.1779          68840         0.1440         Yes
18                3.8871e+02           2888.7121          61880         0.1290         Yes
19                3.8797e+02           2887.9736          59520         0.1240         Yes
20                3.8783e+02           2887.8343          59800         0.1250         Yes
21                3.8766e+02           2887.6629          57600         0.1200         Yes
22                3.8838e+02           2888.3751         117680         0.2400         Yes
23                3.8866e+02           2888.6603          59440         0.1240         Yes
24                3.8708e+02           2887.0819          56080         0.1240         Yes
25                3.8824e+02           2888.2417          67040         0.1460         Yes
26                3.8858e+02           2888.5772          53520         0.1120         Yes
27                3.8834e+02           2888.3357          60240         0.1260         Yes
28                3.8880e+02           2888.7996          68640         0.1450         Yes
29                3.8876e+02           2888.7589          65360         0.1370         Yes
30                3.8889e+02           2888.8874          63800         0.1380         Yes
31                3.8801e+02           2888.0141          56840         0.1190         Yes
32                3.8753e+02           2887.5340          51720         0.1090         Yes
33                3.8716e+02           2887.1589          50560         0.1070         Yes
34                3.8905e+02           2889.0481          49120         0.1070         Yes
35                3.8757e+02           2887.5715          61760         0.1310         Yes
36                3.8846e+02           2888.4616          68440         0.1430         Yes
37                3.8871e+02           2888.7071          64560         0.1350         Yes
38                3.8859e+02           2888.5861          65600         0.1380         Yes
39                3.8786e+02           2887.8616          72200         0.1520         Yes
40                3.8749e+02           2887.4865          55960         0.1160         Yes
41                3.8789e+02           2887.8918          66400         0.1400         Yes
42                3.8886e+02           2888.8562          70840         0.1470         Yes
43                3.8866e+02           2888.6618          57280         0.1190         Yes
44                3.8678e+02           2886.7768          58280         0.1220         Yes
45                3.8722e+02           2887.2150          60200         0.1250         Yes
46                3.8742e+02           2887.4192          81640         0.1700         Yes
47                3.8872e+02           2888.7223          61960         0.1290         Yes
48                3.8821e+02           2888.2089          53480         0.1140         Yes
49                3.8765e+02           2887.6501          68480         0.1450         Yes
50                3.8781e+02           2887.8142          64400         0.1340         Yes
51                3.8892e+02           2888.9220          63600         0.1330         Yes
----------------------------------------------------------------------------------------------------
