
========================================================================================================================
F25 - HCLPSO-OC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             4.730035e+02       2973.003528          84240      0.1780         Yes
2               3.8857e+02         2888.5698          51200      0.1070         Yes
3               3.8844e+02         2888.4379          55440      0.1160         Yes
4               3.8778e+02         2887.7789          65160      0.1360         Yes
5               3.8857e+02         2888.5748          55080      0.1140         Yes
6               3.8773e+02         2887.7298          59280      0.1230         Yes
7               3.8869e+02         2888.6892          56480      0.1170         Yes
8               4.0994e+02         2909.9368          61480      0.1280         Yes
9               3.8854e+02         2888.5414          72200      0.1510         Yes
10              4.1775e+02         2917.7480          57240      0.1190         Yes
11              3.8859e+02         2888.5937          59440      0.1230         Yes
12              3.8824e+02         2888.2360          48520      0.1010         Yes
13              3.8874e+02         2888.7414          51880      0.1080         Yes
14              3.8682e+02         2886.8226          67560      0.1400         Yes
15              3.8771e+02         2887.7086          57920      0.1200         Yes
16              3.8935e+02         2889.3473          51640      0.1070         Yes
17              3.8835e+02         2888.3527          53480      0.1110         Yes
18              3.8889e+02         2888.8914          53640      0.1110         Yes
19              3.8843e+02         2888.4320          57280      0.1190         Yes
20              4.2205e+02         2922.0534          70200      0.1460         Yes
21              3.8872e+02         2888.7200          51440      0.1070         Yes
22              4.4741e+02         2947.4125          58720      0.1220         Yes
23              4.1798e+02         2917.9843          64840      0.1340         Yes
24              3.8796e+02         2887.9650          53560      0.1110         Yes
25              3.8831e+02         2888.3135          74960      0.1560         Yes
26              3.8899e+02         2888.9894          48880      0.1020         Yes
27              3.8875e+02         2888.7535          55360      0.1150         Yes
28              3.8760e+02         2887.5996          74760      0.1550         Yes
29              3.8845e+02         2888.4451          50200      0.1040         Yes
30              3.8832e+02         2888.3215          61960      0.1290         Yes
31              4.0926e+02         2909.2567          76520      0.1580         Yes
32              3.8879e+02         2888.7862          58360      0.1210         Yes
33              3.8892e+02         2888.9193          58200      0.1210         Yes
34              3.8811e+02         2888.1083          53680      0.1110         Yes
35              3.8917e+02         2889.1733          62240      0.1290         Yes
36              3.8813e+02         2888.1254          59320      0.1230         Yes
37              3.8885e+02         2888.8491          56320      0.1170         Yes
38              3.8865e+02         2888.6493          46440      0.0960         Yes
39              3.8841e+02         2888.4073          58480      0.1210         Yes
40              3.8876e+02         2888.7623          54040      0.1120         Yes
41              3.8872e+02         2888.7211          57520      0.1190         Yes
42              3.8865e+02         2888.6534          60120      0.1250         Yes
43              3.8879e+02         2888.7875          52360      0.1080         Yes
44              3.8832e+02         2888.3229          68520      0.1420         Yes
45              3.8723e+02         2887.2285          73840      0.1530         Yes
46              3.8748e+02         2887.4798          54360      0.1130         Yes
47              3.8823e+02         2888.2315          56520      0.1170         Yes
48              3.8870e+02         2888.6984          47600      0.0990         Yes
49              3.8819e+02         2888.1931          46320      0.0960         Yes
50              3.8895e+02         2888.9456          80680      0.1670         Yes
51              3.8891e+02         2888.9097          53480      0.1110         Yes
-------------------------------------------------------------------------------------
