
========================================================================================================================
F3 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             8.653693e+04      86836.934576         300000      0.1420          No
2               9.6177e+04        96476.8877         300000      0.1430          No
3               1.2411e+05       124411.3054         300000      0.1420          No
4               1.5466e+05       154960.3420         300000      0.1400          No
5               9.7960e+04        98260.4872         300000      0.1400          No
6               1.1215e+05       112452.9366         300000      0.1400          No
7               5.1135e+04        51435.1066         300000      0.1400          No
8               2.3681e+05       237109.1177         300000      0.1400          No
9               2.0079e+05       201085.7749         300000      0.1400          No
10              1.2345e+05       123747.2081         300000      0.1400          No
11              6.9402e+04        69701.6358         300000      0.1400          No
12              1.9176e+05       192062.9855         300000      0.1400          No
13              1.9876e+05       199058.6478         300000      0.1400          No
14              1.2527e+05       125572.6563         300000      0.1400          No
15              1.2538e+05       125677.3856         300000      0.1400          No
16              8.2872e+04        83172.0895         300000      0.1400          No
17              1.0755e+05       107849.2092         300000      0.1420          No
18              6.3092e+04        63392.2542         300000      0.1400          No
19              7.0953e+04        71253.1111         300000      0.1400          No
20              9.3667e+04        93967.0123         300000      0.1400          No
21              9.1125e+04        91424.6061         300000      0.1400          No
22              1.0193e+05       102229.8200         300000      0.1410          No
23              6.7690e+04        67990.0643         300000      0.1400          No
24              1.2215e+05       122448.6094         300000      0.1400          No
25              6.7842e+04        68141.7200         300000      0.1390          No
26              9.0878e+04        91178.4037         300000      0.1400          No
27              1.6669e+05       166987.6803         300000      0.1400          No
28              1.0675e+05       107050.2690         300000      0.1400          No
29              7.0032e+04        70331.6993         300000      0.1400          No
30              1.0774e+05       108044.0417         300000      0.1400          No
31              1.1033e+05       110631.1669         300000      0.1400          No
32              1.2105e+05       121353.1260         300000      0.1400          No
33              1.1810e+05       118401.5049         300000      0.1400          No
34              9.1026e+04        91325.5330         300000      0.1400          No
35              9.6684e+04        96983.8685         300000      0.1400          No
36              7.8996e+04        79295.7604         300000      0.1400          No
37              9.4063e+04        94362.6196         300000      0.1390          No
38              1.2813e+05       128432.2873         300000      0.1400          No
39              1.1712e+05       117422.9358         300000      0.1400          No
40              7.4306e+04        74606.3165         300000      0.1400          No
41              1.1388e+05       114177.0251         300000      0.1400          No
42              1.3832e+05       138619.3969         300000      0.1400          No
43              9.5068e+04        95368.0052         300000      0.1400          No
44              1.0085e+05       101151.9307         300000      0.1400          No
45              1.1937e+05       119672.5072         300000      0.1400          No
46              1.3436e+05       134656.0964         300000      0.1400          No
47              3.7946e+04        38246.2541         300000      0.1400          No
48              9.7612e+04        97912.3597         300000      0.1390          No
49              1.1971e+05       120013.7920         300000      0.1390          No
50              8.2933e+04        83233.3324         300000      0.1400          No
51              7.7699e+04        77999.1520         300000      0.1390          No
-------------------------------------------------------------------------------------
