
========================================================================================================================
F29 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             1.201511e+03       4101.510889         300000      0.6430          No
2               1.2547e+03         4154.6721         300000      0.6110          No
3               1.1244e+03         4024.4069         300000      0.6190          No
4               1.1425e+03         4042.5077         300000      0.6210          No
5               1.0483e+03         3948.3218         300000      0.6120          No
6               1.0031e+03         3903.0673         300000      0.6160          No
7               9.4197e+02         3841.9710         300000      0.5930          No
8               7.3832e+02         3638.3188         300000      0.5960          No
9               9.1009e+02         3810.0933         300000      0.6000          No
10              1.1924e+03         4092.4071         300000      0.6090          No
11              1.1829e+03         4082.8766         300000      0.6270          No
12              9.4278e+02         3842.7797         300000      0.6080          No
13              1.1210e+03         4021.0018         300000      0.5950          No
14              9.5398e+02         3853.9793         300000      0.6180          No
15              1.1806e+03         4080.5567         300000      0.6140          No
16              1.2082e+03         4108.1603         300000      0.6230          No
17              1.0449e+03         3944.8791         300000      0.6020          No
18              1.1447e+03         4044.7150         300000      0.6050          No
19              1.2643e+03         4164.2595         300000      0.6160          No
20              7.1573e+02         3615.7270         300000      0.6090          No
21              9.9468e+02         3894.6777         300000      0.6140          No
22              1.3477e+03         4247.6980         300000      0.6110          No
23              1.4448e+03         4344.7994         300000      0.6290          No
24              8.3141e+02         3731.4128         300000      0.5970          No
25              1.1785e+03         4078.5202         300000      0.6050          No
26              1.0028e+03         3902.7519         300000      0.6080          No
27              1.1221e+03         4022.1440         300000      0.6140          No
28              1.0011e+03         3901.0573         300000      0.5930          No
29              9.5890e+02         3858.8982         300000      0.6070          No
30              1.3776e+03         4277.6253         300000      0.5960          No
31              9.7054e+02         3870.5397         300000      0.5930          No
32              1.0508e+03         3950.7697         300000      0.5900          No
33              1.1346e+03         4034.5844         300000      0.6300          No
34              1.0715e+03         3971.4652         300000      0.6070          No
35              1.1165e+03         4016.5119         300000      0.5900          No
36              1.0555e+03         3955.4608         300000      0.6010          No
37              1.0034e+03         3903.4059         300000      0.6200          No
38              9.6466e+02         3864.6574         300000      0.5970          No
39              7.1239e+02         3612.3911         300000      0.5960          No
40              9.8369e+02         3883.6908         300000      0.6130          No
41              1.1453e+03         4045.3301         300000      0.6370          No
42              1.1440e+03         4043.9737         300000      0.6030          No
43              8.1984e+02         3719.8376         300000      0.6140          No
44              1.2099e+03         4109.9278         300000      0.6160          No
45              9.6032e+02         3860.3204         300000      0.6090          No
46              1.0394e+03         3939.4161         300000      0.6040          No
47              6.8096e+02         3580.9630         300000      0.6100          No
48              1.2496e+03         4149.6035         300000      0.5980          No
49              8.4344e+02         3743.4357         300000      0.6060          No
50              1.1310e+03         4030.9714         300000      0.6020          No
51              8.9782e+02         3797.8185         300000      0.6060          No
-------------------------------------------------------------------------------------
