
========================================================================================================================
F5 - HCLPSO-OC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             1.179713e+02        617.971275         300000      0.1990          No
2               1.4801e+02          648.0108         300000      0.2030          No
3               5.9697e+01          559.6974         145160      0.0940         Yes
4               1.1529e+02          615.2903         300000      0.1990          No
5               1.3146e+02          631.4555         300000      0.1950          No
6               1.3606e+02          636.0560         300000      0.1980          No
7               1.4494e+02          644.9426         300000      0.1960          No
8               1.4105e+02          641.0464         300000      0.1990          No
9               1.4161e+02          641.6122         300000      0.2000          No
10              1.3538e+02          635.3792         300000      0.1940          No
11              1.3257e+02          632.5713         300000      0.1980          No
12              1.3021e+02          630.2115         300000      0.2070          No
13              1.3475e+02          634.7516         300000      0.2060          No
14              1.1591e+02          615.9122         300000      0.1940          No
15              1.0926e+02          609.2566         300000      0.1930          No
16              2.1628e+02          716.2835         300000      0.2020          No
17              1.4665e+02          646.6548         300000      0.1980          No
18              1.1451e+02          614.5122         300000      0.1980          No
19              7.8886e+01          578.8858         111840      0.0720         Yes
20              1.2013e+02          620.1282         300000      0.1950          No
21              1.0792e+02          607.9191         300000      0.1950          No
22              1.1540e+02          615.4009         300000      0.1920          No
23              1.3734e+02          637.3355         300000      0.1980          No
24              1.1012e+02          610.1196         300000      0.2010          No
25              1.1350e+02          613.5031         300000      0.1990          No
26              1.4133e+02          641.3347         300000      0.2020          No
27              1.1915e+02          619.1521         300000      0.1990          No
28              1.3201e+02          632.0130         300000      0.1950          No
29              1.3928e+02          639.2775         300000      0.1990          No
30              1.0218e+02          602.1798         300000      0.1950          No
31              2.0896e+02          708.9642         300000      0.2010          No
32              1.4800e+02          648.0005         300000      0.1980          No
33              1.2665e+02          626.6505         300000      0.1950          No
34              8.3640e+01          583.6400         156800      0.1010         Yes
35              1.6694e+02          666.9430         300000      0.1970          No
36              1.0939e+02          609.3875         300000      0.1950          No
37              1.2686e+02          626.8565         300000      0.2000          No
38              1.0360e+02          603.6019         300000      0.1950          No
39              9.5907e+01          595.9075         203320      0.1330         Yes
40              1.2030e+02          620.2985         300000      0.1930          No
41              1.4584e+02          645.8364         300000      0.1970          No
42              1.1530e+02          615.3023         300000      0.1910          No
43              1.3665e+02          636.6531         300000      0.1960          No
44              1.6265e+02          662.6457         300000      0.1990          No
45              1.8472e+02          684.7220         300000      0.2060          No
46              1.2748e+02          627.4817         300000      0.1950          No
47              1.6803e+02          668.0270         300000      0.1970          No
48              1.4313e+02          643.1290         300000      0.2000          No
49              1.7570e+02          675.6979         300000      0.1940          No
50              7.3627e+01          573.6268         142000      0.0920         Yes
51              1.3088e+02          630.8792         300000      0.1940          No
-------------------------------------------------------------------------------------
