
========================================================================================================================
F8 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             9.750558e+01        897.505583         159840      0.1160         Yes
2               1.4864e+02          948.6421         186680      0.2730         Yes
3               1.9384e+02          993.8363         300000      0.2050          No
4               2.8262e+02         1082.6170         300000      0.2030          No
5               1.4148e+02          941.4810         121640      0.0810         Yes
6               1.4306e+02          943.0578         226240      0.1500         Yes
7               1.7063e+02          970.6281         300000      0.1970          No
8               1.3049e+02          930.4867         162880      0.1060         Yes
9               1.5640e+02          956.4010         159280      0.1040         Yes
10              1.4260e+02          942.5980         114360      0.0780         Yes
11              9.4932e+01          894.9324         189040      0.1260         Yes
12              1.6037e+02          960.3740         300000      0.2040          No
13              1.9522e+02          995.2156         300000      0.2030          No
14              1.6297e+02          962.9728         300000      0.2050          No
15              1.2268e+02          922.6780         123200      0.0810         Yes
16              1.2076e+02          920.7590         250840      0.1700         Yes
17              1.7504e+02          975.0380         300000      0.2020          No
18              1.6818e+02          968.1839         300000      0.1990          No
19              1.5405e+02          954.0500         209600      0.1370         Yes
20              1.1425e+02          914.2476         127760      0.0840         Yes
21              1.4821e+02          948.2106         128360      0.0890         Yes
22              6.0909e+01          860.9093         197200      0.1300         Yes
23              1.9049e+02          990.4882         300000      0.2050          No
24              8.2710e+01          882.7099         199920      0.1310         Yes
25              1.3549e+02          935.4925         222280      0.1470         Yes
26              1.2466e+02          924.6644         185200      0.1200         Yes
27              2.1081e+02         1010.8074         300000      0.2660          No
28              1.5371e+02          953.7089         245680      0.1930         Yes
29              1.2076e+02          920.7555         123240      0.0820         Yes
30              1.1974e+02          919.7450          94960      0.0680         Yes
31              1.1269e+02          912.6918         155520      0.1170         Yes
32              1.6059e+02          960.5892         300000      0.2130          No
33              9.3839e+01          893.8394         126640      0.0860         Yes
34              1.8731e+02          987.3060         300000      0.2030          No
35              1.8842e+02          988.4163         300000      0.2330          No
36              1.0694e+02          906.9374         125000      0.0870         Yes
37              1.4450e+02          944.4961         174920      0.1160         Yes
38              1.6104e+02          961.0355         300000      0.2020          No
39              1.3514e+02          935.1359         100440      0.0660         Yes
40              1.5631e+02          956.3148         164640      0.1070         Yes
41              1.5814e+02          958.1372         206960      0.1370         Yes
42              1.7922e+02          979.2170         300000      0.2030          No
43              1.5304e+02          953.0403         186640      0.1210         Yes
44              1.3097e+02          930.9688         137640      0.0890         Yes
45              2.2099e+02         1020.9894         300000      0.2200          No
46              1.3057e+02          930.5665         127080      0.1130         Yes
47              1.1315e+02          913.1514         162960      0.1790         Yes
48              1.2790e+02          927.8952         103600      0.0690         Yes
49              1.8810e+02          988.1048         300000      0.2010          No
50              1.4472e+02          944.7232         185600      0.1220         Yes
51              1.9465e+02          994.6453         300000      0.1990          No
-------------------------------------------------------------------------------------
