
========================================================================================================================
F7 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             1.365770e+02        836.576991         234160      0.1620         Yes
2               1.1798e+02          817.9775         198760      0.1360         Yes
3               4.1989e+02         1119.8906         300000      0.2080          No
4               1.2697e+02          826.9710         180440      0.1200         Yes
5               1.2197e+02          821.9665         232520      0.1580         Yes
6               1.0112e+02          801.1214         222040      0.1500         Yes
7               1.0926e+02          809.2628         221840      0.1500         Yes
8               2.7008e+02          970.0791         300000      0.2080          No
9               1.4430e+02          844.2984         300000      0.2040          No
10              1.1439e+02          814.3861         201000      0.1340         Yes
11              3.9474e+02         1094.7423         300000      0.2070          No
12              1.4405e+02          844.0464         300000      0.2050          No
13              8.9506e+01          789.5061         171440      0.1140         Yes
14              1.3066e+02          830.6606         197040      0.1310         Yes
15              1.0913e+02          809.1260         190360      0.1260         Yes
16              7.4329e+01          774.3294         126680      0.0840         Yes
17              9.6504e+01          796.5039         187440      0.1250         Yes
18              5.9557e+01          759.5567         141280      0.0940         Yes
19              9.2685e+01          792.6845         145680      0.0960         Yes
20              1.5323e+02          853.2313         300000      0.2070          No
21              1.1614e+02          816.1412         196200      0.1310         Yes
22              1.1914e+02          819.1446         283240      0.1940         Yes
23              6.9755e+01          769.7548         182920      0.1220         Yes
24              1.5364e+02          853.6390         300000      0.2040          No
25              1.3493e+02          834.9325         187600      0.1240         Yes
26              1.2089e+02          820.8910         140520      0.0930         Yes
27              1.2251e+02          822.5112         167640      0.1120         Yes
28              9.9853e+01          799.8533         167760      0.1110         Yes
29              1.2049e+02          820.4871         216840      0.1460         Yes
30              1.3802e+02          838.0237         251920      0.1710         Yes
31              4.8386e+02         1183.8579         300000      0.2080          No
32              8.7036e+01          787.0362         171240      0.1140         Yes
33              1.1637e+02          816.3719         242520      0.1670         Yes
34              1.0958e+02          809.5834         164120      0.1090         Yes
35              3.7720e+02         1077.1953         300000      0.2070          No
36              1.1611e+02          816.1053         173520      0.1140         Yes
37              1.2356e+02          823.5576         194200      0.1320         Yes
38              1.4764e+02          847.6370         300000      0.2060          No
39              7.4109e+01          774.1087         151440      0.1000         Yes
40              4.2409e+02         1124.0860         300000      0.2070          No
41              1.5537e+02          855.3692         300000      0.2040          No
42              1.4248e+02          842.4846         300000      0.2050          No
43              1.0676e+02          806.7570         229880      0.1580         Yes
44              1.3164e+02          831.6405         180200      0.1210         Yes
45              1.3351e+02          833.5118         201120      0.1370         Yes
46              1.0215e+02          802.1496         176040      0.1190         Yes
47              1.6464e+02          864.6350         300000      0.2070          No
48              3.6374e+02         1063.7417         300000      0.2070          No
49              9.1216e+01          791.2162         141120      0.0930         Yes
50              1.1044e+02          810.4447         187520      0.1240         Yes
51              1.0589e+02          805.8900         157480      0.1250         Yes
-------------------------------------------------------------------------------------
