Function F19 - HCLPSO-DC (D=30)
----------------------------------------------------------------------------------------------------
Run                    Error             Fitness           CFEs        CTs (s)   Converged
----------------------------------------------------------------------------------------------------
1               5.459372e+04        56493.720322         300000         1.6030          No
2                 5.4460e+04          56359.5277         300000         1.5810          No
3                 5.4545e+04          56445.3001         300000         1.5940          No
4                 5.4479e+04          56378.6586         300000         1.5880          No
5                 5.4741e+04          56640.7759         300000         1.6050          No
6                 5.4587e+04          56487.1301         300000         1.6020          No
7                 5.4628e+04          56528.0745         300000         1.6010          No
8                 5.4235e+04          56134.9400         300000         1.6020          No
9                 5.4476e+04          56376.3044         300000         1.5970          No
10                5.4669e+04          56568.6154         300000         1.5850          No
11                5.4610e+04          56510.2531         300000         1.6060          No
12                5.4616e+04          56515.6447         300000         1.5870          No
13                5.4684e+04          56584.1087         300000         1.5960          No
14                5.4661e+04          56560.8153         300000         1.5850          No
15                5.4606e+04          56506.0597         300000         1.6220          No
16                5.4463e+04          56363.3653         300000         1.6090          No
17                5.4548e+04          56447.5251         300000         1.6020          No
18                5.4613e+04          56512.9392         300000         1.5920          No
19                5.4612e+04          56511.5622         300000         1.6090          No
20                5.4552e+04          56451.6019         300000         1.6130          No
21                5.4597e+04          56497.2669         300000         1.5940          No
22                5.4613e+04          56512.7925         300000         1.5770          No
23                5.4501e+04          56400.5944         300000         1.6040          No
24                5.4583e+04          56483.3383         300000         1.5980          No
25                5.4574e+04          56474.3822         300000         1.5910          No
26                5.4602e+04          56502.3871         300000         1.5910          No
27                5.4638e+04          56537.5024         300000         1.5480          No
28                5.4560e+04          56460.3580         300000         1.5970          No
29                5.4559e+04          56459.1616         300000         1.5960          No
30                5.4406e+04          56305.9391         300000         1.5600          No
31                5.4536e+04          56435.6662         300000         1.5940          No
32                5.4611e+04          56511.1943         300000         1.6020          No
33                5.4601e+04          56500.5529         300000         1.6190          No
34                5.4590e+04          56490.4127         300000         1.6000          No
35                5.4438e+04          56337.9869         300000         1.5980          No
36                5.4542e+04          56442.1827         300000         1.6040          No
37                5.4612e+04          56512.3598         300000         1.5760          No
38                5.4697e+04          56597.1061         300000         1.5760          No
39                5.4588e+04          56487.8187         300000         1.5960          No
40                5.4613e+04          56513.4233         300000         1.5870          No
41                1.3022e+05         132121.4944         300000         1.6260          No
42                5.4563e+04          56463.1315         300000         1.5720          No
43                5.4583e+04          56483.0302         300000         1.5910          No
44                5.4554e+04          56453.7596         300000         1.5910          No
45                1.2998e+05         131877.7596         300000         1.6200          No
46                5.4608e+04          56508.3495         300000         1.6160          No
47                5.4623e+04          56523.1634         300000         1.6020          No
48                5.4586e+04          56486.2782         300000         1.6040          No
49                5.4587e+04          56486.9177         300000         1.5780          No
50                5.4601e+04          56501.2856         300000         1.5920          No
51                5.4554e+04          56454.1506         300000         1.5910          No
----------------------------------------------------------------------------------------------------
