
========================================================================================================================
F20 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             1.779503e+02       2177.950291         108040      0.1350         Yes
2               5.7876e+02         2578.7610         300000      0.4250          No
3               5.3141e+02         2531.4118         300000      0.3690          No
4               5.5790e+02         2557.8998         300000      0.4150          No
5               5.1110e+02         2511.0979         300000      0.3760          No
6               6.5625e+02         2656.2529         300000      0.3600          No
7               5.6548e+02         2565.4804         300000      0.3570          No
8               5.5461e+02         2554.6108         300000      0.3620          No
9               2.2086e+02         2220.8579         285840      0.3490         Yes
10              7.2973e+02         2729.7344         300000      0.3630          No
11              7.0069e+02         2700.6893         300000      0.3660          No
12              1.0964e+02         2109.6372         127040      0.1560         Yes
13              4.1275e+02         2412.7470         300000      0.3640          No
14              3.8204e+02         2382.0422         193120      0.2600         Yes
15              4.3002e+02         2430.0152         300000      0.3710          No
16              2.5778e+02         2257.7824         117640      0.1410         Yes
17              4.5652e+02         2456.5241         300000      0.3680          No
18              4.3521e+02         2435.2085         300000      0.3620          No
19              5.3859e+02         2538.5906         300000      0.3790          No
20              3.3999e+02         2339.9902         197400      0.2370         Yes
21              2.1467e+02         2214.6664         234880      0.2830         Yes
22              3.7264e+02         2372.6446         191000      0.2280         Yes
23              4.9820e+02         2498.1953         300000      0.3590          No
24              4.9604e+02         2496.0377         300000      0.3640          No
25              3.4667e+02         2346.6692         174400      0.2090         Yes
26              4.8919e+02         2489.1907         300000      0.3640          No
27              6.0562e+02         2605.6189         300000      0.3590          No
28              3.5781e+02         2357.8053         150000      0.1810         Yes
29              7.5818e+02         2758.1812         300000      0.3630          No
30              3.5382e+02         2353.8206         284520      0.3470         Yes
31              6.1734e+02         2617.3441         300000      0.3660          No
32              5.9203e+02         2592.0322         300000      0.3680          No
33              1.5583e+02         2155.8330          82560      0.1010         Yes
34              5.1515e+02         2515.1466         300000      0.3630          No
35              3.1130e+02         2311.2987          81080      0.0980         Yes
36              3.9904e+02         2399.0417         208720      0.2500         Yes
37              1.0885e+02         2108.8521          47600      0.0580         Yes
38              4.5414e+02         2454.1361         300000      0.3640          No
39              5.3671e+02         2536.7081         300000      0.3630          No
40              3.0386e+02         2303.8608         158680      0.1900         Yes
41              4.8707e+02         2487.0721         300000      0.3580          No
42              3.5262e+02         2352.6240         171040      0.2060         Yes
43              3.8116e+02         2381.1635         210120      0.2530         Yes
44              5.8727e+02         2587.2721         300000      0.3660          No
45              6.1859e+02         2618.5906         300000      0.3530          No
46              6.7854e+02         2678.5371         300000      0.3560          No
47              2.4159e+02         2241.5863         152000      0.1820         Yes
48              6.2752e+02         2627.5241         300000      0.3580          No
49              6.8918e+02         2689.1798         300000      0.3570          No
50              5.9760e+02         2597.5962         300000      0.3710          No
51              5.5904e+02         2559.0374         300000      0.3620          No
-------------------------------------------------------------------------------------
