
========================================================================================================================
F10 - HCLPSO-DC (D=30)
========================================================================================================================

Run                  Error           Fitness           CFEs     CTs (s)   Converged
-------------------------------------------------------------------------------------
1             5.482820e+03       6482.819984         300000      0.3330          No
2               3.8472e+03         4847.2415         300000      0.3000          No
3               4.6786e+03         5678.6251         300000      0.3080          No
4               4.3966e+03         5396.6325         300000      0.3130          No
5               3.7014e+03         4701.4095         300000      0.2700          No
6               3.7342e+03         4734.1895         300000      0.2830          No
7               3.5192e+03         4519.2487         300000      0.2810          No
8               4.0742e+03         5074.1707         300000      0.2870          No
9               4.7667e+03         5766.6910         300000      0.3210          No
10              4.5784e+03         5578.4266         300000      0.3160          No
11              3.6942e+03         4694.2157         300000      0.3070          No
12              4.1803e+03         5180.3057         300000      0.2980          No
13              4.8203e+03         5820.2959         300000      0.2890          No
14              4.7012e+03         5701.2174         300000      0.3230          No
15              3.6566e+03         4656.6470         300000      0.3160          No
16              5.9192e+03         6919.2336         300000      0.3210          No
17              4.4526e+03         5452.5874         300000      0.2650          No
18              5.4865e+03         6486.5268         300000      0.3250          No
19              4.2199e+03         5219.9084         300000      0.2770          No
20              3.9751e+03         4975.0588         300000      0.2840          No
21              4.8712e+03         5871.1602         300000      0.3210          No
22              3.9579e+03         4957.9190         300000      0.3260          No
23              5.3468e+03         6346.8197         300000      0.3350          No
24              4.7532e+03         5753.2398         300000      0.3170          No
25              5.0668e+03         6066.8178         300000      0.3140          No
26              4.9477e+03         5947.6628         300000      0.3300          No
27              5.6363e+03         6636.2784         300000      0.3900          No
28              4.3721e+03         5372.1439         300000      0.2730          No
29              3.8130e+03         4813.0039         300000      0.3020          No
30              3.3657e+03         4365.7132         300000      0.3180          No
31              3.2146e+03         4214.5784         300000      0.2730          No
32              5.2774e+03         6277.3793         300000      0.3390          No
33              3.7694e+03         4769.3770         300000      0.2920          No
34              3.5195e+03         4519.4906         300000      0.3050          No
35              4.0379e+03         5037.9287         300000      0.3060          No
36              3.8551e+03         4855.0974         300000      0.3010          No
37              3.9701e+03         4970.0861         300000      0.2860          No
38              4.1515e+03         5151.4743         300000      0.2970          No
39              5.0737e+03         6073.7499         300000      0.3070          No
40              4.2042e+03         5204.2322         300000      0.3390          No
41              4.0254e+03         5025.4178         300000      0.3300          No
42              4.3596e+03         5359.5910         300000      0.3140          No
43              3.6894e+03         4689.4313         300000      0.3640          No
44              4.1432e+03         5143.2324         300000      0.3210          No
45              4.7884e+03         5788.4115         300000      0.3050          No
46              4.7836e+03         5783.5877         300000      0.3480          No
47              3.6355e+03         4635.4731         300000      0.3330          No
48              3.7779e+03         4777.9431         300000      0.3350          No
49              4.2916e+03         5291.6192         300000      0.2950          No
50              4.6561e+03         5656.0987         300000      0.3080          No
51              2.9657e+03         3965.6828         300000      0.3510          No
-------------------------------------------------------------------------------------
